"User_ID";"Campaign";"Channel";"Last_Touch_Time";"Conversion_Date";"Revenue"
"U00362";"Brand Search";"Google Ads";"2025-05-09 00:00:00";"2025-05-09 00:00:00";505.26
"U00376";"Competitor Search";"Google Ads";"2025-06-03 00:00:00";"2025-06-04 00:00:00";561.53
"U00377";"Organic Landing";"Organic Search";"2025-04-03 00:00:00";"2025-04-04 00:00:00";489.89
"U00382";"Organic Landing";"Organic Search";"2025-03-22 00:00:00";"2025-03-22 00:00:00";398.31
"U00387";"Lookalike Audience";"Facebook Ads";"2025-05-10 00:00:00";"2025-05-11 00:00:00";1157.94
"U00395";"Retargeting";"Facebook Ads";"2025-02-08 00:00:00";"2025-02-09 00:00:00";234.31
"U00396";"Retargeting";"Facebook Ads";"2025-06-12 00:00:00";"2025-06-13 00:00:00";199.75
"U00404";"Brand Search";"Google Ads";"2025-04-20 00:00:00";"2025-04-20 00:00:00";673.0
"U00405";"Retargeting";"Facebook Ads";"2025-04-04 00:00:00";"2025-04-06 00:00:00";118.42
"U00412";"Retargeting";"Facebook Ads";"2025-06-23 00:00:00";"2025-06-26 00:00:00";360.01
"U00421";"Retargeting";"Facebook Ads";"2025-05-17 00:00:00";"2025-05-17 00:00:00";1181.12
"U00423";"SEO Blog";"Organic Search";"2025-05-29 00:00:00";"2025-05-30 00:00:00";762.14
"U00430";"SEO Blog";"Organic Search";"2025-02-02 00:00:00";"2025-02-04 00:00:00";1146.51
"U00436";"SEO Blog";"Organic Search";"2025-07-04 00:00:00";"2025-07-06 00:00:00";684.69
"U00440";"UGC Campaign";"TikTok Ads";"2025-05-28 00:00:00";"2025-05-28 00:00:00";742.9
"U00447";"SEO Blog";"Organic Search";"2025-04-16 00:00:00";"2025-04-18 00:00:00";204.44
"U00450";"Awareness Blast";"TikTok Ads";"2025-03-07 00:00:00";"2025-03-07 00:00:00";1054.14
"U00457";"Retargeting";"Facebook Ads";"2025-02-17 00:00:00";"2025-02-20 00:00:00";378.54
"U00463";"Generic Search";"Google Ads";"2025-01-26 00:00:00";"2025-01-26 00:00:00";481.32
"U00466";"Competitor Search";"Google Ads";"2025-03-01 00:00:00";"2025-03-03 00:00:00";440.74
"U00475";"Brand Search";"Google Ads";"2025-03-13 00:00:00";"2025-03-13 00:00:00";942.04
"U00480";"Organic Landing";"Organic Search";"2025-02-28 00:00:00";"2025-03-01 00:00:00";621.08
"U00483";"Awareness Blast";"TikTok Ads";"2025-03-09 00:00:00";"2025-03-11 00:00:00";733.17
"U00487";"SEO Blog";"Organic Search";"2025-02-16 00:00:00";"2025-02-18 00:00:00";835.19
"U00490";"Lookalike Audience";"Facebook Ads";"2025-01-11 00:00:00";"2025-01-12 00:00:00";95.86
"U00492";"Generic Search";"Google Ads";"2025-05-31 00:00:00";"2025-05-31 00:00:00";1183.72
"U00513";"Generic Search";"Google Ads";"2025-02-28 00:00:00";"2025-03-03 00:00:00";678.84
"U00516";"SEO Blog";"Organic Search";"2025-01-30 00:00:00";"2025-02-01 00:00:00";556.28
"U00524";"Retargeting";"Facebook Ads";"2025-02-11 00:00:00";"2025-02-12 00:00:00";174.82
"U00531";"Influencer Push";"TikTok Ads";"2025-04-24 00:00:00";"2025-04-26 00:00:00";209.26
"U00532";"SEO Blog";"Organic Search";"2025-04-07 00:00:00";"2025-04-07 00:00:00";714.52
"U00534";"Influencer Push";"TikTok Ads";"2025-03-05 00:00:00";"2025-03-08 00:00:00";373.74
"U00539";"Generic Search";"Google Ads";"2025-02-26 00:00:00";"2025-03-01 00:00:00";81.46
"U00542";"Lookalike Audience";"Facebook Ads";"2025-05-04 00:00:00";"2025-05-06 00:00:00";384.8
"U00547";"Awareness Blast";"TikTok Ads";"2025-04-21 00:00:00";"2025-04-22 00:00:00";972.5
"U00548";"Organic Landing";"Organic Search";"2025-03-10 00:00:00";"2025-03-10 00:00:00";504.18
"U00551";"Generic Search";"Google Ads";"2025-04-11 00:00:00";"2025-04-13 00:00:00";754.29
"U00557";"Retargeting";"Facebook Ads";"2025-06-27 00:00:00";"2025-06-29 00:00:00";1175.54
"U00566";"Generic Search";"Google Ads";"2025-01-18 00:00:00";"2025-01-21 00:00:00";355.51
"U00570";"Awareness Blast";"TikTok Ads";"2025-06-10 00:00:00";"2025-06-12 00:00:00";410.94
"U00578";"UGC Campaign";"TikTok Ads";"2025-04-05 00:00:00";"2025-04-06 00:00:00";805.57
"U00584";"Organic Landing";"Organic Search";"2025-04-22 00:00:00";"2025-04-23 00:00:00";1134.23
"U00593";"Organic Landing";"Organic Search";"2025-03-15 00:00:00";"2025-03-16 00:00:00";620.05
"U00598";"Competitor Search";"Google Ads";"2025-05-31 00:00:00";"2025-05-31 00:00:00";1033.04
"U00604";"Organic Landing";"Organic Search";"2025-02-28 00:00:00";"2025-03-01 00:00:00";580.26
"U00605";"UGC Campaign";"TikTok Ads";"2025-03-01 00:00:00";"2025-03-02 00:00:00";340.65
"U00607";"UGC Campaign";"TikTok Ads";"2025-03-27 00:00:00";"2025-03-28 00:00:00";521.8
"U00609";"Influencer Push";"TikTok Ads";"2025-01-20 00:00:00";"2025-01-22 00:00:00";908.98
"U00623";"Winter Sale";"Facebook Ads";"2025-03-03 00:00:00";"2025-03-05 00:00:00";1019.64
"U00625";"Lookalike Audience";"Facebook Ads";"2025-07-08 00:00:00";"2025-07-10 00:00:00";845.45
"U00628";"Competitor Search";"Google Ads";"2025-07-06 00:00:00";"2025-07-07 00:00:00";544.03
"U00629";"Lookalike Audience";"Facebook Ads";"2025-01-23 00:00:00";"2025-01-26 00:00:00";661.23
"U00652";"Generic Search";"Google Ads";"2025-03-13 00:00:00";"2025-03-13 00:00:00";291.29
"U00665";"Brand Search";"Google Ads";"2025-05-21 00:00:00";"2025-05-24 00:00:00";271.5
"U00673";"Retargeting";"Facebook Ads";"2025-04-14 00:00:00";"2025-04-15 00:00:00";402.2
"U00675";"Awareness Blast";"TikTok Ads";"2025-06-12 00:00:00";"2025-06-13 00:00:00";987.67
"U00687";"SEO Blog";"Organic Search";"2025-01-15 00:00:00";"2025-01-15 00:00:00";552.09
"U00689";"Lookalike Audience";"Facebook Ads";"2025-03-22 00:00:00";"2025-03-23 00:00:00";427.41
"U00690";"SEO Blog";"Organic Search";"2025-01-23 00:00:00";"2025-01-25 00:00:00";886.83
"U00698";"Lookalike Audience";"Facebook Ads";"2025-05-24 00:00:00";"2025-05-27 00:00:00";573.3
"U00701";"Awareness Blast";"TikTok Ads";"2025-07-03 00:00:00";"2025-07-04 00:00:00";222.28
"U00711";"SEO Blog";"Organic Search";"2025-03-05 00:00:00";"2025-03-07 00:00:00";835.21
"U00723";"Lookalike Audience";"Facebook Ads";"2025-03-08 00:00:00";"2025-03-08 00:00:00";725.15
"U00735";"Retargeting";"Facebook Ads";"2025-02-21 00:00:00";"2025-02-23 00:00:00";649.63
"U00740";"Retargeting";"Facebook Ads";"2025-02-11 00:00:00";"2025-02-13 00:00:00";746.93
"U00750";"Lookalike Audience";"Facebook Ads";"2025-07-06 00:00:00";"2025-07-08 00:00:00";879.05
"U00755";"Organic Landing";"Organic Search";"2025-02-15 00:00:00";"2025-02-15 00:00:00";895.35
"U00763";"Organic Landing";"Organic Search";"2025-05-26 00:00:00";"2025-05-28 00:00:00";464.65
"U00765";"Winter Sale";"Facebook Ads";"2025-02-13 00:00:00";"2025-02-15 00:00:00";1103.63
"U00775";"UGC Campaign";"TikTok Ads";"2025-04-02 00:00:00";"2025-04-02 00:00:00";330.61
"U00785";"UGC Campaign";"TikTok Ads";"2025-01-24 00:00:00";"2025-01-24 00:00:00";232.09
"U00788";"Winter Sale";"Facebook Ads";"2025-01-20 00:00:00";"2025-01-22 00:00:00";1117.34
"U00792";"Influencer Push";"TikTok Ads";"2025-02-04 00:00:00";"2025-02-07 00:00:00";835.47
"U00800";"UGC Campaign";"TikTok Ads";"2025-06-12 00:00:00";"2025-06-13 00:00:00";1046.97
"U00801";"SEO Blog";"Organic Search";"2025-07-06 00:00:00";"2025-07-08 00:00:00";1185.86
"U00811";"Awareness Blast";"TikTok Ads";"2025-05-22 00:00:00";"2025-05-23 00:00:00";1131.2
"U00820";"Lookalike Audience";"Facebook Ads";"2025-01-16 00:00:00";"2025-01-18 00:00:00";344.19
"U00821";"SEO Blog";"Organic Search";"2025-03-15 00:00:00";"2025-03-17 00:00:00";471.79
"U00830";"Winter Sale";"Facebook Ads";"2025-05-22 00:00:00";"2025-05-23 00:00:00";781.28
"U00853";"Retargeting";"Facebook Ads";"2025-06-10 00:00:00";"2025-06-13 00:00:00";1065.65
"U00856";"Brand Search";"Google Ads";"2025-01-14 00:00:00";"2025-01-14 00:00:00";363.36
"U00913";"Winter Sale";"Facebook Ads";"2025-05-12 00:00:00";"2025-05-13 00:00:00";1132.32
"U00914";"UGC Campaign";"TikTok Ads";"2025-06-17 00:00:00";"2025-06-17 00:00:00";855.69
"U00916";"SEO Blog";"Organic Search";"2025-04-02 00:00:00";"2025-04-03 00:00:00";257.79
"U00922";"Lookalike Audience";"Facebook Ads";"2025-03-26 00:00:00";"2025-03-26 00:00:00";176.76
"U00930";"SEO Blog";"Organic Search";"2025-02-18 00:00:00";"2025-02-19 00:00:00";437.29
"U00933";"UGC Campaign";"TikTok Ads";"2025-04-28 00:00:00";"2025-04-30 00:00:00";1128.52
"U00938";"Brand Search";"Google Ads";"2025-06-19 00:00:00";"2025-06-19 00:00:00";301.81
"U00944";"Winter Sale";"Facebook Ads";"2025-04-13 00:00:00";"2025-04-15 00:00:00";266.25
"U00948";"UGC Campaign";"TikTok Ads";"2025-04-30 00:00:00";"2025-05-01 00:00:00";377.72
"U00956";"Organic Landing";"Organic Search";"2025-06-05 00:00:00";"2025-06-05 00:00:00";906.14
"U00963";"Brand Search";"Google Ads";"2025-05-05 00:00:00";"2025-05-07 00:00:00";555.31
"U00973";"Lookalike Audience";"Facebook Ads";"2025-03-05 00:00:00";"2025-03-05 00:00:00";211.75
"U00989";"Brand Search";"Google Ads";"2025-03-27 00:00:00";"2025-03-28 00:00:00";75.77
"U00998";"Lookalike Audience";"Facebook Ads";"2025-06-11 00:00:00";"2025-06-11 00:00:00";341.97
"U00999";"SEO Blog";"Organic Search";"2025-02-10 00:00:00";"2025-02-12 00:00:00";508.07
"U01008";"Lookalike Audience";"Facebook Ads";"2025-02-15 00:00:00";"2025-02-17 00:00:00";324.03
"U01014";"UGC Campaign";"TikTok Ads";"2025-02-25 00:00:00";"2025-02-25 00:00:00";974.63
"U01036";"Brand Search";"Google Ads";"2025-02-20 00:00:00";"2025-02-22 00:00:00";1177.16
"U01038";"Competitor Search";"Google Ads";"2025-05-27 00:00:00";"2025-05-27 00:00:00";839.76
"U01040";"SEO Blog";"Organic Search";"2025-06-26 00:00:00";"2025-06-29 00:00:00";306.65
"U01042";"Awareness Blast";"TikTok Ads";"2025-02-22 00:00:00";"2025-02-23 00:00:00";157.01
"U01044";"Influencer Push";"TikTok Ads";"2025-03-02 00:00:00";"2025-03-04 00:00:00";772.98
"U01054";"Generic Search";"Google Ads";"2025-05-22 00:00:00";"2025-05-23 00:00:00";803.93
"U01072";"Lookalike Audience";"Facebook Ads";"2025-06-10 00:00:00";"2025-06-11 00:00:00";298.42
"U01074";"Organic Landing";"Organic Search";"2025-06-29 00:00:00";"2025-06-30 00:00:00";224.58
"U01075";"Competitor Search";"Google Ads";"2025-07-02 00:00:00";"2025-07-03 00:00:00";603.65
"U01077";"SEO Blog";"Organic Search";"2025-06-09 00:00:00";"2025-06-10 00:00:00";384.4
"U01094";"Winter Sale";"Facebook Ads";"2025-02-19 00:00:00";"2025-02-20 00:00:00";236.02
"U01098";"Winter Sale";"Facebook Ads";"2025-02-14 00:00:00";"2025-02-15 00:00:00";550.4
"U01103";"Organic Landing";"Organic Search";"2025-05-11 00:00:00";"2025-05-12 00:00:00";715.72
"U01109";"Organic Landing";"Organic Search";"2025-07-01 00:00:00";"2025-07-01 00:00:00";1097.31
"U01120";"Winter Sale";"Facebook Ads";"2025-02-20 00:00:00";"2025-02-21 00:00:00";186.17
"U01130";"Brand Search";"Google Ads";"2025-06-22 00:00:00";"2025-06-24 00:00:00";1088.35
"U01135";"Lookalike Audience";"Facebook Ads";"2025-01-29 00:00:00";"2025-01-30 00:00:00";1067.88
"U01137";"SEO Blog";"Organic Search";"2025-07-09 00:00:00";"2025-07-12 00:00:00";536.78
"U01140";"Organic Landing";"Organic Search";"2025-02-05 00:00:00";"2025-02-05 00:00:00";1110.02
"U01142";"Retargeting";"Facebook Ads";"2025-04-10 00:00:00";"2025-04-11 00:00:00";221.74
"U01160";"Organic Landing";"Organic Search";"2025-05-11 00:00:00";"2025-05-13 00:00:00";373.43
"U01166";"Retargeting";"Facebook Ads";"2025-02-16 00:00:00";"2025-02-16 00:00:00";144.5
"U01171";"Winter Sale";"Facebook Ads";"2025-03-08 00:00:00";"2025-03-10 00:00:00";844.4
"U01179";"Retargeting";"Facebook Ads";"2025-05-13 00:00:00";"2025-05-13 00:00:00";1132.7
"U01182";"Awareness Blast";"TikTok Ads";"2025-05-30 00:00:00";"2025-06-01 00:00:00";410.08
"U01183";"Generic Search";"Google Ads";"2025-05-31 00:00:00";"2025-06-02 00:00:00";379.58
"U01209";"Retargeting";"Facebook Ads";"2025-03-13 00:00:00";"2025-03-14 00:00:00";387.69
"U01212";"SEO Blog";"Organic Search";"2025-06-09 00:00:00";"2025-06-11 00:00:00";1079.07
"U01228";"Organic Landing";"Organic Search";"2025-02-28 00:00:00";"2025-03-01 00:00:00";453.16
"U01231";"Brand Search";"Google Ads";"2025-06-15 00:00:00";"2025-06-18 00:00:00";1092.79
"U01236";"Lookalike Audience";"Facebook Ads";"2025-02-02 00:00:00";"2025-02-05 00:00:00";209.69
"U01239";"SEO Blog";"Organic Search";"2025-02-15 00:00:00";"2025-02-18 00:00:00";1164.63
"U01244";"Brand Search";"Google Ads";"2025-05-12 00:00:00";"2025-05-14 00:00:00";767.95
"U01258";"Competitor Search";"Google Ads";"2025-05-13 00:00:00";"2025-05-15 00:00:00";290.96
"U01259";"Lookalike Audience";"Facebook Ads";"2025-02-16 00:00:00";"2025-02-17 00:00:00";1072.72
"U01272";"SEO Blog";"Organic Search";"2025-05-12 00:00:00";"2025-05-12 00:00:00";362.79
"U01278";"SEO Blog";"Organic Search";"2025-05-06 00:00:00";"2025-05-07 00:00:00";745.49
"U01285";"SEO Blog";"Organic Search";"2025-05-21 00:00:00";"2025-05-24 00:00:00";423.7
"U01295";"UGC Campaign";"TikTok Ads";"2025-05-26 00:00:00";"2025-05-27 00:00:00";971.26
"U01308";"Organic Landing";"Organic Search";"2025-04-14 00:00:00";"2025-04-14 00:00:00";673.12
"U01312";"UGC Campaign";"TikTok Ads";"2025-03-06 00:00:00";"2025-03-07 00:00:00";245.39
"U01316";"Retargeting";"Facebook Ads";"2025-05-09 00:00:00";"2025-05-10 00:00:00";783.89
"U01352";"Awareness Blast";"TikTok Ads";"2025-01-24 00:00:00";"2025-01-25 00:00:00";271.39
"U01371";"SEO Blog";"Organic Search";"2025-02-19 00:00:00";"2025-02-20 00:00:00";968.91
"U01386";"Winter Sale";"Facebook Ads";"2025-05-15 00:00:00";"2025-05-16 00:00:00";1026.43
"U01387";"Generic Search";"Google Ads";"2025-07-11 00:00:00";"2025-07-12 00:00:00";883.93
"U01398";"Retargeting";"Facebook Ads";"2025-02-04 00:00:00";"2025-02-04 00:00:00";347.6
"U01407";"Lookalike Audience";"Facebook Ads";"2025-05-29 00:00:00";"2025-06-01 00:00:00";119.98
"U01408";"SEO Blog";"Organic Search";"2025-06-17 00:00:00";"2025-06-18 00:00:00";896.0
"U01410";"UGC Campaign";"TikTok Ads";"2025-05-30 00:00:00";"2025-06-01 00:00:00";479.79
"U01416";"Competitor Search";"Google Ads";"2025-03-25 00:00:00";"2025-03-27 00:00:00";822.47
"U01427";"SEO Blog";"Organic Search";"2025-05-29 00:00:00";"2025-05-30 00:00:00";710.18
"U01429";"Retargeting";"Facebook Ads";"2025-06-26 00:00:00";"2025-06-27 00:00:00";192.52
"U01432";"Influencer Push";"TikTok Ads";"2025-05-25 00:00:00";"2025-05-27 00:00:00";1096.87
"U01435";"Influencer Push";"TikTok Ads";"2025-04-29 00:00:00";"2025-05-02 00:00:00";625.02
"U01448";"Organic Landing";"Organic Search";"2025-02-27 00:00:00";"2025-02-28 00:00:00";928.96
"U01455";"Awareness Blast";"TikTok Ads";"2025-04-20 00:00:00";"2025-04-20 00:00:00";758.51
"U01465";"Generic Search";"Google Ads";"2025-01-29 00:00:00";"2025-01-29 00:00:00";631.22
"U01468";"SEO Blog";"Organic Search";"2025-07-08 00:00:00";"2025-07-10 00:00:00";942.64
"U01470";"Winter Sale";"Facebook Ads";"2025-01-13 00:00:00";"2025-01-13 00:00:00";80.24
"U01471";"Retargeting";"Facebook Ads";"2025-06-04 00:00:00";"2025-06-04 00:00:00";997.79
"U01473";"Brand Search";"Google Ads";"2025-04-05 00:00:00";"2025-04-07 00:00:00";263.44
"U01476";"UGC Campaign";"TikTok Ads";"2025-04-19 00:00:00";"2025-04-22 00:00:00";500.92
"U01477";"Influencer Push";"TikTok Ads";"2025-02-26 00:00:00";"2025-02-28 00:00:00";687.11
"U01480";"Retargeting";"Facebook Ads";"2025-01-19 00:00:00";"2025-01-21 00:00:00";1011.32
"U01481";"Retargeting";"Facebook Ads";"2025-05-02 00:00:00";"2025-05-02 00:00:00";526.0
"U01485";"Competitor Search";"Google Ads";"2025-04-26 00:00:00";"2025-04-29 00:00:00";1087.9
"U01489";"Brand Search";"Google Ads";"2025-05-28 00:00:00";"2025-05-31 00:00:00";981.42
"U01499";"SEO Blog";"Organic Search";"2025-02-10 00:00:00";"2025-02-12 00:00:00";1072.09
"U01501";"Lookalike Audience";"Facebook Ads";"2025-06-01 00:00:00";"2025-06-02 00:00:00";528.87
"U01520";"Influencer Push";"TikTok Ads";"2025-01-22 00:00:00";"2025-01-24 00:00:00";534.43
"U01532";"Brand Search";"Google Ads";"2025-03-06 00:00:00";"2025-03-07 00:00:00";954.48
"U01540";"Brand Search";"Google Ads";"2025-06-30 00:00:00";"2025-06-30 00:00:00";914.64
"U01541";"Organic Landing";"Organic Search";"2025-04-06 00:00:00";"2025-04-08 00:00:00";548.51
"U01545";"Brand Search";"Google Ads";"2025-06-03 00:00:00";"2025-06-04 00:00:00";231.99
"U01559";"Retargeting";"Facebook Ads";"2025-03-28 00:00:00";"2025-03-29 00:00:00";101.92
"U01572";"Organic Landing";"Organic Search";"2025-04-06 00:00:00";"2025-04-08 00:00:00";787.02
"U01581";"Generic Search";"Google Ads";"2025-03-14 00:00:00";"2025-03-15 00:00:00";953.14
"U01583";"Awareness Blast";"TikTok Ads";"2025-04-10 00:00:00";"2025-04-11 00:00:00";285.2
"U01608";"Influencer Push";"TikTok Ads";"2025-06-07 00:00:00";"2025-06-09 00:00:00";274.67
"U01611";"Brand Search";"Google Ads";"2025-02-20 00:00:00";"2025-02-22 00:00:00";1072.06
"U01616";"Awareness Blast";"TikTok Ads";"2025-03-16 00:00:00";"2025-03-17 00:00:00";813.87
"U01620";"Competitor Search";"Google Ads";"2025-06-22 00:00:00";"2025-06-23 00:00:00";583.25
"U01627";"Lookalike Audience";"Facebook Ads";"2025-02-21 00:00:00";"2025-02-23 00:00:00";334.88
"U01637";"Winter Sale";"Facebook Ads";"2025-01-27 00:00:00";"2025-01-29 00:00:00";224.28
"U01638";"Generic Search";"Google Ads";"2025-06-13 00:00:00";"2025-06-15 00:00:00";733.83
"U01641";"SEO Blog";"Organic Search";"2025-04-21 00:00:00";"2025-04-24 00:00:00";948.57
"U01643";"Retargeting";"Facebook Ads";"2025-06-15 00:00:00";"2025-06-17 00:00:00";173.45
"U01644";"Brand Search";"Google Ads";"2025-05-01 00:00:00";"2025-05-03 00:00:00";673.98
"U01662";"Generic Search";"Google Ads";"2025-06-11 00:00:00";"2025-06-11 00:00:00";851.74
"U01674";"Brand Search";"Google Ads";"2025-04-07 00:00:00";"2025-04-09 00:00:00";1132.86
"U01676";"Retargeting";"Facebook Ads";"2025-01-21 00:00:00";"2025-01-21 00:00:00";249.27
"U01686";"SEO Blog";"Organic Search";"2025-03-09 00:00:00";"2025-03-11 00:00:00";1119.37
"U01689";"Retargeting";"Facebook Ads";"2025-04-22 00:00:00";"2025-04-24 00:00:00";276.21
"U01692";"Generic Search";"Google Ads";"2025-01-26 00:00:00";"2025-01-26 00:00:00";442.7
"U01701";"Lookalike Audience";"Facebook Ads";"2025-04-14 00:00:00";"2025-04-16 00:00:00";715.03
"U01704";"Winter Sale";"Facebook Ads";"2025-05-12 00:00:00";"2025-05-12 00:00:00";508.01
"U01710";"Lookalike Audience";"Facebook Ads";"2025-05-10 00:00:00";"2025-05-11 00:00:00";568.61
"U01712";"Generic Search";"Google Ads";"2025-02-27 00:00:00";"2025-02-28 00:00:00";220.3
"U01715";"Organic Landing";"Organic Search";"2025-02-21 00:00:00";"2025-02-21 00:00:00";1178.01
"U01719";"SEO Blog";"Organic Search";"2025-01-26 00:00:00";"2025-01-27 00:00:00";439.81
"U01724";"SEO Blog";"Organic Search";"2025-02-27 00:00:00";"2025-02-28 00:00:00";1079.9
"U01725";"Retargeting";"Facebook Ads";"2025-06-28 00:00:00";"2025-07-01 00:00:00";324.78
"U01726";"SEO Blog";"Organic Search";"2025-01-29 00:00:00";"2025-01-31 00:00:00";381.57
"U01733";"UGC Campaign";"TikTok Ads";"2025-06-01 00:00:00";"2025-06-01 00:00:00";108.85
"U01740";"Winter Sale";"Facebook Ads";"2025-06-09 00:00:00";"2025-06-11 00:00:00";499.63
"U01745";"UGC Campaign";"TikTok Ads";"2025-06-26 00:00:00";"2025-06-27 00:00:00";420.31
