user_id,conversion_date,revenue,Date,Hour,Weekday,Month,user_id_clean
U00475,2025-03-13 05:11:00+00:00,942.04,2025-03-13,5,Thursday,March,u00475
U00480,2025-03-01 04:35:52+00:00,621.08,2025-03-01,4,Saturday,March,u00480
U00483,2025-03-11 05:09:24+00:00,733.17,2025-03-11,5,Tuesday,March,u00483
U00487,2025-02-18 00:45:13+00:00,835.19,2025-02-18,0,Tuesday,February,u00487
U00490,2025-01-12 09:51:08+00:00,95.86,2025-01-12,9,Sunday,January,u00490
U00492,2025-05-31 12:43:00+00:00,1183.72,2025-05-31,12,Saturday,May,u00492
U00513,2025-03-03 10:14:55+00:00,678.84,2025-03-03,10,Monday,March,u00513
U00516,2025-02-01 10:12:00+00:00,556.28,2025-02-01,10,Saturday,February,u00516
U00524,2025-02-12 01:30:31+00:00,174.82,2025-02-12,1,Wednesday,February,u00524
U00531,2025-04-26 04:46:17+00:00,209.26,2025-04-26,4,Saturday,April,u00531
U00532,2025-04-07 15:59:29+00:00,714.52,2025-04-07,15,Monday,April,u00532
U00534,2025-03-08 04:17:00+00:00,373.74,2025-03-08,4,Saturday,March,u00534
U00539,2025-03-01 04:00:29+00:00,81.46,2025-03-01,4,Saturday,March,u00539
U00542,2025-05-06 11:03:00+00:00,384.8,2025-05-06,11,Tuesday,May,u00542
U00547,2025-04-22 19:28:37+00:00,972.5,2025-04-22,19,Tuesday,April,u00547
U00548,2025-03-10 12:52:13+00:00,504.18,2025-03-10,12,Monday,March,u00548
U00551,2025-04-13 17:25:36+00:00,754.29,2025-04-13,17,Sunday,April,u00551
U00557,2025-06-29 03:05:00+00:00,1175.54,2025-06-29,3,Sunday,June,u00557
U00566,2025-01-21 11:44:00+00:00,355.51,2025-01-21,11,Tuesday,January,u00566
U00570,2025-06-12 13:21:07+00:00,410.94,2025-06-12,13,Thursday,June,u00570
U00578,2025-04-06 05:45:00+00:00,805.57,2025-04-06,5,Sunday,April,u00578
U00584,2025-04-23 05:37:00+00:00,1134.23,2025-04-23,5,Wednesday,April,u00584
U00593,2025-03-16 07:29:00+00:00,620.05,2025-03-16,7,Sunday,March,u00593
U00598,2025-05-31 14:19:19+00:00,1033.04,2025-05-31,14,Saturday,May,u00598
U00604,2025-03-01 06:53:00+00:00,580.26,2025-03-01,6,Saturday,March,u00604
U00605,2025-03-02 19:14:16+00:00,340.65,2025-03-02,19,Sunday,March,u00605
U00607,2025-03-28 14:29:00+00:00,521.8,2025-03-28,14,Friday,March,u00607
U00609,2025-01-22 06:46:00+00:00,908.98,2025-01-22,6,Wednesday,January,u00609
U00623,2025-03-05 13:20:00+00:00,1019.64,2025-03-05,13,Wednesday,March,u00623
U00625,2025-07-10 19:54:52+00:00,845.45,2025-07-10,19,Thursday,July,u00625
U00628,2025-07-07 09:52:18+00:00,544.03,2025-07-07,9,Monday,July,u00628
U00629,2025-01-26 08:15:47+00:00,661.23,2025-01-26,8,Sunday,January,u00629
U00652,2025-03-13 22:08:20+00:00,291.29,2025-03-13,22,Thursday,March,u00652
U00665,2025-05-24 12:43:00+00:00,271.5,2025-05-24,12,Saturday,May,u00665
U00673,2025-04-15 14:18:51+00:00,402.2,2025-04-15,14,Tuesday,April,u00673
U00675,2025-06-13 01:36:00+00:00,987.67,2025-06-13,1,Friday,June,u00675
U00687,2025-01-15 18:26:50+00:00,552.09,2025-01-15,18,Wednesday,January,u00687
U00689,2025-03-23 20:49:00+00:00,427.41,2025-03-23,20,Sunday,March,u00689
U00690,2025-01-25 09:54:27+00:00,886.83,2025-01-25,9,Saturday,January,u00690
U00698,2025-05-27 06:48:31+00:00,573.3,2025-05-27,6,Tuesday,May,u00698
U00701,2025-07-04 13:43:37+00:00,222.28,2025-07-04,13,Friday,July,u00701
U00711,2025-03-07 15:40:49+00:00,835.21,2025-03-07,15,Friday,March,u00711
U00723,2025-03-08 19:11:59+00:00,725.15,2025-03-08,19,Saturday,March,u00723
U00735,2025-02-23 19:03:00+00:00,649.63,2025-02-23,19,Sunday,February,u00735
U00740,2025-02-13 23:33:39+00:00,746.93,2025-02-13,23,Thursday,February,u00740
U00750,2025-07-08 10:53:03+00:00,879.05,2025-07-08,10,Tuesday,July,u00750
U00755,2025-02-15 13:15:06+00:00,895.35,2025-02-15,13,Saturday,February,u00755
U00763,2025-05-28 14:24:00+00:00,464.65,2025-05-28,14,Wednesday,May,u00763
U00765,2025-02-15 19:22:43+00:00,1103.63,2025-02-15,19,Saturday,February,u00765
U00775,2025-04-02 17:15:16+00:00,330.61,2025-04-02,17,Wednesday,April,u00775
U00785,2025-01-24 20:50:00+00:00,232.09,2025-01-24,20,Friday,January,u00785
U00788,2025-01-22 06:24:00+00:00,1117.34,2025-01-22,6,Wednesday,January,u00788
U00792,2025-02-07 11:42:26+00:00,835.47,2025-02-07,11,Friday,February,u00792
U00800,2025-06-13 22:50:02+00:00,1046.97,2025-06-13,22,Friday,June,u00800
U00801,2025-07-08 18:52:51+00:00,1185.86,2025-07-08,18,Tuesday,July,u00801
U00811,2025-05-23 14:38:00+00:00,1131.2,2025-05-23,14,Friday,May,u00811
U00820,2025-01-18 16:33:00+00:00,344.19,2025-01-18,16,Saturday,January,u00820
U00821,2025-03-17 18:33:04+00:00,471.79,2025-03-17,18,Monday,March,u00821
U00830,2025-05-23 03:55:00+00:00,781.28,2025-05-23,3,Friday,May,u00830
U00853,2025-06-13 10:03:41+00:00,1065.65,2025-06-13,10,Friday,June,u00853
U00856,2025-01-14 21:42:50+00:00,363.36,2025-01-14,21,Tuesday,January,u00856
U00913,2025-05-13 03:50:41+00:00,1132.32,2025-05-13,3,Tuesday,May,u00913
U00914,2025-06-17 09:16:36+00:00,855.69,2025-06-17,9,Tuesday,June,u00914
U00916,2025-04-03 04:41:04+00:00,257.79,2025-04-03,4,Thursday,April,u00916
U00922,2025-03-26 22:32:01+00:00,176.76,2025-03-26,22,Wednesday,March,u00922
U00930,2025-02-19 06:28:00+00:00,437.29,2025-02-19,6,Wednesday,February,u00930
U00933,2025-04-30 07:01:00+00:00,1128.52,2025-04-30,7,Wednesday,April,u00933
U00938,2025-06-19 09:03:00+00:00,301.81,2025-06-19,9,Thursday,June,u00938
U00944,2025-04-15 20:57:00+00:00,266.25,2025-04-15,20,Tuesday,April,u00944
U00948,2025-05-01 08:25:00+00:00,377.72,2025-05-01,8,Thursday,May,u00948
U00956,2025-06-05 01:53:28+00:00,906.14,2025-06-05,1,Thursday,June,u00956
U00963,2025-05-07 00:57:25+00:00,555.31,2025-05-07,0,Wednesday,May,u00963
U00973,2025-03-05 11:34:00+00:00,211.75,2025-03-05,11,Wednesday,March,u00973
U00989,2025-03-28 05:55:54+00:00,75.77,2025-03-28,5,Friday,March,u00989
U00998,2025-06-11 15:30:02+00:00,341.97,2025-06-11,15,Wednesday,June,u00998
U00999,2025-02-12 02:43:04+00:00,508.07,2025-02-12,2,Wednesday,February,u00999
U01008,2025-02-17 18:13:00+00:00,324.03,2025-02-17,18,Monday,February,u01008
U01014,2025-02-25 14:17:00+00:00,974.63,2025-02-25,14,Tuesday,February,u01014
U01036,2025-02-22 12:51:00+00:00,1177.16,2025-02-22,12,Saturday,February,u01036
U01038,2025-05-27 09:33:16+00:00,839.76,2025-05-27,9,Tuesday,May,u01038
U01040,2025-06-29 12:29:30+00:00,306.65,2025-06-29,12,Sunday,June,u01040
U01042,2025-02-23 11:37:00+00:00,157.01,2025-02-23,11,Sunday,February,u01042
U01044,2025-03-04 16:06:56+00:00,772.98,2025-03-04,16,Tuesday,March,u01044
U01054,2025-05-23 02:27:00+00:00,803.93,2025-05-23,2,Friday,May,u01054
U01072,2025-06-11 20:15:55+00:00,298.42,2025-06-11,20,Wednesday,June,u01072
U01074,2025-06-30 20:31:00+00:00,224.58,2025-06-30,20,Monday,June,u01074
U01075,2025-07-03 06:13:00+00:00,603.65,2025-07-03,6,Thursday,July,u01075
U01077,2025-06-10 14:46:23+00:00,384.4,2025-06-10,14,Tuesday,June,u01077
U01094,2025-02-20 19:18:30+00:00,236.02,2025-02-20,19,Thursday,February,u01094
U01098,2025-02-15 03:25:37+00:00,550.4,2025-02-15,3,Saturday,February,u01098
U01103,2025-05-12 02:59:00+00:00,715.72,2025-05-12,2,Monday,May,u01103
U01109,2025-07-01 22:10:16+00:00,1097.31,2025-07-01,22,Tuesday,July,u01109
U01120,2025-02-21 18:14:46+00:00,186.17,2025-02-21,18,Friday,February,u01120
U01130,2025-06-24 10:22:38+00:00,1088.35,2025-06-24,10,Tuesday,June,u01130
U01135,2025-01-30 20:20:50+00:00,1067.88,2025-01-30,20,Thursday,January,u01135
U01137,2025-07-12 00:10:47+00:00,536.78,2025-07-12,0,Saturday,July,u01137
U01140,2025-02-05 15:48:00+00:00,1110.02,2025-02-05,15,Wednesday,February,u01140
U01142,2025-04-11 20:21:25+00:00,221.74,2025-04-11,20,Friday,April,u01142
U01160,2025-05-13 22:13:34+00:00,373.43,2025-05-13,22,Tuesday,May,u01160
U01166,2025-02-16 18:23:08+00:00,144.5,2025-02-16,18,Sunday,February,u01166
U01171,2025-03-10 19:00:07+00:00,844.4,2025-03-10,19,Monday,March,u01171
U01179,2025-05-13 22:46:13+00:00,1132.7,2025-05-13,22,Tuesday,May,u01179
U01182,2025-06-01 00:09:00+00:00,410.08,2025-06-01,0,Sunday,June,u01182
U01183,2025-06-02 14:55:42+00:00,379.58,2025-06-02,14,Monday,June,u01183
U01209,2025-03-14 14:11:00+00:00,387.69,2025-03-14,14,Friday,March,u01209
U01212,2025-06-11 23:13:35+00:00,1079.07,2025-06-11,23,Wednesday,June,u01212
U01228,2025-03-01 06:35:03+00:00,453.16,2025-03-01,6,Saturday,March,u01228
U01231,2025-06-18 14:06:15+00:00,1092.79,2025-06-18,14,Wednesday,June,u01231
U01236,2025-02-05 05:31:44+00:00,209.69,2025-02-05,5,Wednesday,February,u01236
U01239,2025-02-18 04:17:39+00:00,1164.63,2025-02-18,4,Tuesday,February,u01239
U01244,2025-05-14 23:05:00+00:00,767.95,2025-05-14,23,Wednesday,May,u01244
U01258,2025-05-15 01:02:00+00:00,290.96,2025-05-15,1,Thursday,May,u01258
U01259,2025-02-17 22:54:54+00:00,1072.72,2025-02-17,22,Monday,February,u01259
U01272,2025-05-12 11:41:00+00:00,362.79,2025-05-12,11,Monday,May,u01272
U01278,2025-05-07 22:55:19+00:00,745.49,2025-05-07,22,Wednesday,May,u01278
U01285,2025-05-24 01:51:00+00:00,423.7,2025-05-24,1,Saturday,May,u01285
U01295,2025-05-27 04:50:03+00:00,971.26,2025-05-27,4,Tuesday,May,u01295
U01308,2025-04-14 18:09:18+00:00,673.12,2025-04-14,18,Monday,April,u01308
U01312,2025-03-07 16:06:43+00:00,245.39,2025-03-07,16,Friday,March,u01312
U01316,2025-05-10 14:39:00+00:00,783.89,2025-05-10,14,Saturday,May,u01316
U01352,2025-01-25 02:31:45+00:00,271.39,2025-01-25,2,Saturday,January,u01352
U01371,2025-02-20 17:37:00+00:00,968.91,2025-02-20,17,Thursday,February,u01371
U01386,2025-05-16 06:48:01+00:00,1026.43,2025-05-16,6,Friday,May,u01386
U01387,2025-07-12 22:24:29+00:00,883.93,2025-07-12,22,Saturday,July,u01387
U01398,2025-02-04 16:48:00+00:00,347.6,2025-02-04,16,Tuesday,February,u01398
U01407,2025-06-01 13:02:06+00:00,119.98,2025-06-01,13,Sunday,June,u01407
U01408,2025-06-18 17:41:00+00:00,896.0,2025-06-18,17,Wednesday,June,u01408
U01410,2025-06-01 20:49:07+00:00,479.79,2025-06-01,20,Sunday,June,u01410
U01416,2025-03-27 09:17:58+00:00,822.47,2025-03-27,9,Thursday,March,u01416
U01427,2025-05-30 00:40:13+00:00,710.18,2025-05-30,0,Friday,May,u01427
U01429,2025-06-27 02:36:16+00:00,192.52,2025-06-27,2,Friday,June,u01429
U01432,2025-05-27 15:41:13+00:00,1096.87,2025-05-27,15,Tuesday,May,u01432
U01435,2025-05-02 06:11:00+00:00,625.02,2025-05-02,6,Friday,May,u01435
U01448,2025-02-28 00:29:00+00:00,928.96,2025-02-28,0,Friday,February,u01448
U01455,2025-04-20 02:32:00+00:00,758.51,2025-04-20,2,Sunday,April,u01455
U01465,2025-01-29 14:38:23+00:00,631.22,2025-01-29,14,Wednesday,January,u01465
U01468,2025-07-10 02:22:57+00:00,942.64,2025-07-10,2,Thursday,July,u01468
U01470,2025-01-13 23:11:02+00:00,80.24,2025-01-13,23,Monday,January,u01470
U01471,2025-06-04 22:34:00+00:00,997.79,2025-06-04,22,Wednesday,June,u01471
U01473,2025-04-07 07:51:00+00:00,263.44,2025-04-07,7,Monday,April,u01473
U01476,2025-04-22 04:38:13+00:00,500.92,2025-04-22,4,Tuesday,April,u01476
U01477,2025-02-28 14:12:18+00:00,687.11,2025-02-28,14,Friday,February,u01477
U01480,2025-01-21 13:34:04+00:00,1011.32,2025-01-21,13,Tuesday,January,u01480
U01481,2025-05-02 18:22:34+00:00,526.0,2025-05-02,18,Friday,May,u01481
U01485,2025-04-29 09:42:00+00:00,1087.9,2025-04-29,9,Tuesday,April,u01485
U01489,2025-05-31 08:56:06+00:00,981.42,2025-05-31,8,Saturday,May,u01489
U01499,2025-02-12 15:15:05+00:00,1072.09,2025-02-12,15,Wednesday,February,u01499
U01501,2025-06-02 01:26:00+00:00,528.87,2025-06-02,1,Monday,June,u01501
U01520,2025-01-24 00:14:23+00:00,534.43,2025-01-24,0,Friday,January,u01520
U01532,2025-03-07 15:37:49+00:00,954.48,2025-03-07,15,Friday,March,u01532
U01540,2025-06-30 21:06:00+00:00,914.64,2025-06-30,21,Monday,June,u01540
U01541,2025-04-08 17:20:33+00:00,548.51,2025-04-08,17,Tuesday,April,u01541
U01545,2025-06-04 22:07:11+00:00,231.99,2025-06-04,22,Wednesday,June,u01545
U01559,2025-03-29 02:12:55+00:00,101.92,2025-03-29,2,Saturday,March,u01559
U01572,2025-04-08 13:45:00+00:00,787.02,2025-04-08,13,Tuesday,April,u01572
U01581,2025-03-15 22:32:56+00:00,953.14,2025-03-15,22,Saturday,March,u01581
U01583,2025-04-11 17:19:26+00:00,285.2,2025-04-11,17,Friday,April,u01583
U01608,2025-06-09 06:21:45+00:00,274.67,2025-06-09,6,Monday,June,u01608
U01611,2025-02-22 15:46:21+00:00,1072.06,2025-02-22,15,Saturday,February,u01611
U01616,2025-03-17 22:40:12+00:00,813.87,2025-03-17,22,Monday,March,u01616
U01620,2025-06-23 01:49:30+00:00,583.25,2025-06-23,1,Monday,June,u01620
U01627,2025-02-23 17:25:59+00:00,334.88,2025-02-23,17,Sunday,February,u01627
U01637,2025-01-29 17:09:00+00:00,224.28,2025-01-29,17,Wednesday,January,u01637
U01638,2025-06-15 12:34:00+00:00,733.83,2025-06-15,12,Sunday,June,u01638
U01641,2025-04-24 05:52:00+00:00,948.57,2025-04-24,5,Thursday,April,u01641
U01643,2025-06-17 13:46:00+00:00,173.45,2025-06-17,13,Tuesday,June,u01643
U01644,2025-05-03 09:31:12+00:00,673.98,2025-05-03,9,Saturday,May,u01644
U01662,2025-06-11 18:56:00+00:00,851.74,2025-06-11,18,Wednesday,June,u01662
U01674,2025-04-09 01:23:00+00:00,1132.86,2025-04-09,1,Wednesday,April,u01674
U01676,2025-01-21 10:36:14+00:00,249.27,2025-01-21,10,Tuesday,January,u01676
U01686,2025-03-11 02:52:00+00:00,1119.37,2025-03-11,2,Tuesday,March,u01686
U01689,2025-04-24 04:00:48+00:00,276.21,2025-04-24,4,Thursday,April,u01689
U01692,2025-01-26 13:54:00+00:00,442.7,2025-01-26,13,Sunday,January,u01692
U01701,2025-04-16 13:35:00+00:00,715.03,2025-04-16,13,Wednesday,April,u01701
U01704,2025-05-12 16:06:00+00:00,508.01,2025-05-12,16,Monday,May,u01704
U01710,2025-05-11 09:54:13+00:00,568.61,2025-05-11,9,Sunday,May,u01710
U01712,2025-02-28 22:08:00+00:00,220.3,2025-02-28,22,Friday,February,u01712
U01715,2025-02-21 05:20:43+00:00,1178.01,2025-02-21,5,Friday,February,u01715
U01719,2025-01-27 18:51:12+00:00,439.81,2025-01-27,18,Monday,January,u01719
U01724,2025-02-28 08:02:23+00:00,1079.9,2025-02-28,8,Friday,February,u01724
U01725,2025-07-01 01:51:11+00:00,324.78,2025-07-01,1,Tuesday,July,u01725
U01726,2025-01-31 01:24:54+00:00,381.57,2025-01-31,1,Friday,January,u01726
U01733,2025-06-01 11:21:23+00:00,108.85,2025-06-01,11,Sunday,June,u01733
U01740,2025-06-11 16:38:00+00:00,499.63,2025-06-11,16,Wednesday,June,u01740
U01745,2025-06-27 20:22:00+00:00,420.31,2025-06-27,20,Friday,June,u01745
U01755,2025-01-07 20:12:10+00:00,290.8,2025-01-07,20,Tuesday,January,u01755
U01773,2025-06-10 03:47:18+00:00,964.25,2025-06-10,3,Tuesday,June,u01773
U01774,2025-04-05 08:50:55+00:00,835.03,2025-04-05,8,Saturday,April,u01774
U01777,2025-05-20 02:32:27+00:00,96.2,2025-05-20,2,Tuesday,May,u01777
U01781,2025-01-28 03:29:00+00:00,220.5,2025-01-28,3,Tuesday,January,u01781
U01783,2025-01-08 14:33:00+00:00,453.57,2025-01-08,14,Wednesday,January,u01783
U01785,2025-03-14 14:17:57+00:00,642.54,2025-03-14,14,Friday,March,u01785
U01790,2025-01-30 10:17:00+00:00,908.46,2025-01-30,10,Thursday,January,u01790
U01792,2025-06-14 13:27:00+00:00,930.63,2025-06-14,13,Saturday,June,u01792
U01794,2025-02-13 06:49:57+00:00,1103.85,2025-02-13,6,Thursday,February,u01794
U01800,2025-04-12 03:15:47+00:00,125.61,2025-04-12,3,Saturday,April,u01800
U01802,2025-02-01 13:22:00+00:00,1141.47,2025-02-01,13,Saturday,February,u01802
U01803,2025-03-21 15:41:21+00:00,1062.88,2025-03-21,15,Friday,March,u01803
U01805,2025-06-28 19:52:00+00:00,323.26,2025-06-28,19,Saturday,June,u01805
U01806,2025-03-16 13:02:46+00:00,478.74,2025-03-16,13,Sunday,March,u01806
U01810,2025-03-29 16:15:37+00:00,675.17,2025-03-29,16,Saturday,March,u01810
U01825,2025-01-28 18:03:00+00:00,433.39,2025-01-28,18,Tuesday,January,u01825
U01831,2025-05-02 07:11:07+00:00,372.05,2025-05-02,7,Friday,May,u01831
U01863,2025-05-19 19:10:15+00:00,305.12,2025-05-19,19,Monday,May,u01863
U01866,2025-06-24 15:38:00+00:00,606.25,2025-06-24,15,Tuesday,June,u01866
U01868,2025-02-02 05:54:00+00:00,258.85,2025-02-02,5,Sunday,February,u01868
U01873,2025-02-24 05:49:03+00:00,508.91,2025-02-24,5,Monday,February,u01873
U01874,2025-06-03 14:59:00+00:00,1172.18,2025-06-03,14,Tuesday,June,u01874
U01875,2025-03-11 15:54:00+00:00,635.74,2025-03-11,15,Tuesday,March,u01875
U01881,2025-05-04 17:33:32+00:00,450.23,2025-05-04,17,Sunday,May,u01881
U01882,2025-03-28 06:23:00+00:00,671.18,2025-03-28,6,Friday,March,u01882
U01890,2025-01-07 07:43:00+00:00,797.05,2025-01-07,7,Tuesday,January,u01890
U01891,2025-07-01 22:31:00+00:00,535.86,2025-07-01,22,Tuesday,July,u01891
U01903,2025-02-19 11:43:00+00:00,1083.76,2025-02-19,11,Wednesday,February,u01903
U01904,2025-03-27 11:23:32+00:00,946.73,2025-03-27,11,Thursday,March,u01904
U01907,2025-01-12 23:49:06+00:00,756.9,2025-01-12,23,Sunday,January,u01907
U01914,2025-06-29 03:35:00+00:00,308.06,2025-06-29,3,Sunday,June,u01914
U01924,2025-04-15 17:59:00+00:00,945.74,2025-04-15,17,Tuesday,April,u01924
U01928,2025-02-07 13:10:00+00:00,1125.48,2025-02-07,13,Friday,February,u01928
U01936,2025-06-23 10:16:00+00:00,163.75,2025-06-23,10,Monday,June,u01936
U01940,2025-06-27 13:57:49+00:00,1152.86,2025-06-27,13,Friday,June,u01940
U01943,2025-04-10 09:04:17+00:00,551.72,2025-04-10,9,Thursday,April,u01943
U01945,2025-03-14 20:29:53+00:00,694.76,2025-03-14,20,Friday,March,u01945
U01952,2025-04-12 04:26:00+00:00,91.52,2025-04-12,4,Saturday,April,u01952
U01953,2025-01-25 07:42:05+00:00,983.19,2025-01-25,7,Saturday,January,u01953
U01972,2025-01-28 07:49:00+00:00,976.38,2025-01-28,7,Tuesday,January,u01972
U01973,2025-04-27 23:11:27+00:00,1060.47,2025-04-27,23,Sunday,April,u01973
U01974,2025-01-10 09:14:00+00:00,1017.99,2025-01-10,9,Friday,January,u01974
U01975,2025-07-02 08:58:00+00:00,451.62,2025-07-02,8,Wednesday,July,u01975
U01981,2025-01-30 13:05:39+00:00,634.17,2025-01-30,13,Thursday,January,u01981
U01991,2025-06-05 18:52:00+00:00,129.71,2025-06-05,18,Thursday,June,u01991
