date,channel,campaign,spend,date_quarter,date_month_name,date_day_name,date_day_of_week,date_week,date_hour,date_is_weekend
2025-01-21 00:00:00+00:00,Google Ads,Brand Search,2249.05,1,January,Tuesday,1,4,0,False
2025-01-21 00:00:00+00:00,Facebook Ads,Retargeting,1721.07,1,January,Tuesday,1,4,0,False
2025-01-21 00:00:00+00:00,Tiktok Ads,Awareness Blast,4229.32,1,January,Tuesday,1,4,0,False
2025-01-21 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Tuesday,1,4,0,False
2025-01-22 00:00:00+00:00,Google Ads,Competitor Search,2105.39,1,January,Wednesday,2,4,0,False
2025-01-22 00:00:00+00:00,Facebook Ads,Lookalike Audience,1764.21,1,January,Wednesday,2,4,0,False
2025-01-22 00:00:00+00:00,Tiktok Ads,UGC Campaign,2942.13,1,January,Wednesday,2,4,0,False
2025-01-22 00:00:00+00:00,Organic,SEO Blog,0.0,1,January,Wednesday,2,4,0,False
2025-01-23 00:00:00+00:00,Google Ads,Competitor Search,1134.16,1,January,Thursday,3,4,0,False
2025-01-23 00:00:00+00:00,Facebook Ads,Retargeting,4109.89,1,January,Thursday,3,4,0,False
2025-01-23 00:00:00+00:00,Tiktok Ads,Influencer Push,835.48,1,January,Thursday,3,4,0,False
2025-01-23 00:00:00+00:00,Organic,SEO Blog,0.0,1,January,Thursday,3,4,0,False
2025-01-24 00:00:00+00:00,Google Ads,Brand Search,4940.99,1,January,Friday,4,4,0,False
2025-01-24 00:00:00+00:00,Facebook Ads,Retargeting,3975.1,1,January,Friday,4,4,0,False
2025-01-24 00:00:00+00:00,Tiktok Ads,Awareness Blast,1394.22,1,January,Friday,4,4,0,False
2025-01-24 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Friday,4,4,0,False
2025-01-25 00:00:00+00:00,Google Ads,Brand Search,524.85,1,January,Saturday,5,4,0,True
2025-01-25 00:00:00+00:00,Facebook Ads,Winter Sale,4169.58,1,January,Saturday,5,4,0,True
2025-01-25 00:00:00+00:00,Tiktok Ads,UGC Campaign,3680.86,1,January,Saturday,5,4,0,True
2025-01-25 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Saturday,5,4,0,True
2025-01-26 00:00:00+00:00,Google Ads,Brand Search,3780.53,1,January,Sunday,6,4,0,True
2025-01-26 00:00:00+00:00,Facebook Ads,Lookalike Audience,3970.72,1,January,Sunday,6,4,0,True
2025-01-26 00:00:00+00:00,Tiktok Ads,Awareness Blast,833.2,1,January,Sunday,6,4,0,True
2025-01-26 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Sunday,6,4,0,True
2025-01-27 00:00:00+00:00,Google Ads,Competitor Search,2113.1,1,January,Monday,0,5,0,False
2025-01-27 00:00:00+00:00,Facebook Ads,Retargeting,1021.41,1,January,Monday,0,5,0,False
2025-01-27 00:00:00+00:00,Tiktok Ads,Influencer Push,4383.97,1,January,Monday,0,5,0,False
2025-01-27 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Monday,0,5,0,False
2025-01-28 00:00:00+00:00,Google Ads,Brand Search,3304.84,1,January,Tuesday,1,5,0,False
2025-01-28 00:00:00+00:00,Facebook Ads,Winter Sale,1989.04,1,January,Tuesday,1,5,0,False
2025-01-28 00:00:00+00:00,Tiktok Ads,UGC Campaign,786.01,1,January,Tuesday,1,5,0,False
2025-01-28 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Tuesday,1,5,0,False
2025-01-29 00:00:00+00:00,Google Ads,Competitor Search,1899.42,1,January,Wednesday,2,5,0,False
2025-01-29 00:00:00+00:00,Facebook Ads,Lookalike Audience,1963.32,1,January,Wednesday,2,5,0,False
2025-01-29 00:00:00+00:00,Tiktok Ads,Awareness Blast,3783.23,1,January,Wednesday,2,5,0,False
2025-01-29 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Wednesday,2,5,0,False
2025-01-30 00:00:00+00:00,Google Ads,Generic Search,3369.01,1,January,Thursday,3,5,0,False
2025-01-30 00:00:00+00:00,Facebook Ads,Winter Sale,4492.46,1,January,Thursday,3,5,0,False
2025-01-30 00:00:00+00:00,Tiktok Ads,Influencer Push,2624.97,1,January,Thursday,3,5,0,False
2025-01-30 00:00:00+00:00,Organic,Organic Landing,0.0,1,January,Thursday,3,5,0,False
2025-01-31 00:00:00+00:00,Google Ads,Brand Search,1038.17,1,January,Friday,4,5,0,False
2025-01-31 00:00:00+00:00,Facebook Ads,Winter Sale,3709.6,1,January,Friday,4,5,0,False
2025-01-31 00:00:00+00:00,Tiktok Ads,Influencer Push,3923.53,1,January,Friday,4,5,0,False
2025-01-31 00:00:00+00:00,Organic,SEO Blog,0.0,1,January,Friday,4,5,0,False
2025-02-01 00:00:00+00:00,Google Ads,Competitor Search,3025.75,1,February,Saturday,5,5,0,True
2025-02-01 00:00:00+00:00,Facebook Ads,Winter Sale,3969.35,1,February,Saturday,5,5,0,True
2025-02-01 00:00:00+00:00,Tiktok Ads,UGC Campaign,2722.08,1,February,Saturday,5,5,0,True
2025-02-01 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Saturday,5,5,0,True
2025-02-02 00:00:00+00:00,Google Ads,Competitor Search,2852.3,1,February,Sunday,6,5,0,True
2025-02-02 00:00:00+00:00,Facebook Ads,Winter Sale,2423.93,1,February,Sunday,6,5,0,True
2025-02-02 00:00:00+00:00,Tiktok Ads,Awareness Blast,614.39,1,February,Sunday,6,5,0,True
2025-02-02 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Sunday,6,5,0,True
2025-02-03 00:00:00+00:00,Google Ads,Competitor Search,985.51,1,February,Monday,0,6,0,False
2025-02-03 00:00:00+00:00,Facebook Ads,Retargeting,641.43,1,February,Monday,0,6,0,False
2025-02-03 00:00:00+00:00,Tiktok Ads,UGC Campaign,3363.85,1,February,Monday,0,6,0,False
2025-02-03 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Monday,0,6,0,False
2025-02-04 00:00:00+00:00,Google Ads,Competitor Search,1914.6,1,February,Tuesday,1,6,0,False
2025-02-04 00:00:00+00:00,Facebook Ads,Winter Sale,2788.57,1,February,Tuesday,1,6,0,False
2025-02-04 00:00:00+00:00,Tiktok Ads,UGC Campaign,4584.05,1,February,Tuesday,1,6,0,False
2025-02-04 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Tuesday,1,6,0,False
2025-02-05 00:00:00+00:00,Google Ads,Competitor Search,1621.82,1,February,Wednesday,2,6,0,False
2025-02-05 00:00:00+00:00,Facebook Ads,Lookalike Audience,2346.72,1,February,Wednesday,2,6,0,False
2025-02-05 00:00:00+00:00,Tiktok Ads,Awareness Blast,3899.98,1,February,Wednesday,2,6,0,False
2025-02-05 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Wednesday,2,6,0,False
2025-02-06 00:00:00+00:00,Google Ads,Brand Search,1529.59,1,February,Thursday,3,6,0,False
2025-02-06 00:00:00+00:00,Facebook Ads,Retargeting,846.41,1,February,Thursday,3,6,0,False
2025-02-06 00:00:00+00:00,Tiktok Ads,Awareness Blast,1803.88,1,February,Thursday,3,6,0,False
2025-02-06 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Thursday,3,6,0,False
2025-02-07 00:00:00+00:00,Google Ads,Generic Search,1225.5,1,February,Friday,4,6,0,False
2025-02-07 00:00:00+00:00,Facebook Ads,Winter Sale,4683.64,1,February,Friday,4,6,0,False
2025-02-07 00:00:00+00:00,Tiktok Ads,UGC Campaign,4136.54,1,February,Friday,4,6,0,False
2025-02-07 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Friday,4,6,0,False
2025-02-08 00:00:00+00:00,Google Ads,Competitor Search,3350.32,1,February,Saturday,5,6,0,True
2025-02-08 00:00:00+00:00,Facebook Ads,Winter Sale,4421.57,1,February,Saturday,5,6,0,True
2025-02-08 00:00:00+00:00,Tiktok Ads,UGC Campaign,4116.52,1,February,Saturday,5,6,0,True
2025-02-08 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Saturday,5,6,0,True
2025-02-09 00:00:00+00:00,Google Ads,Competitor Search,1339.57,1,February,Sunday,6,6,0,True
2025-02-09 00:00:00+00:00,Facebook Ads,Retargeting,4516.52,1,February,Sunday,6,6,0,True
2025-02-09 00:00:00+00:00,Tiktok Ads,UGC Campaign,2927.04,1,February,Sunday,6,6,0,True
2025-02-09 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Sunday,6,6,0,True
2025-02-10 00:00:00+00:00,Google Ads,Brand Search,4133.48,1,February,Monday,0,7,0,False
2025-02-10 00:00:00+00:00,Facebook Ads,Retargeting,4532.41,1,February,Monday,0,7,0,False
2025-02-10 00:00:00+00:00,Tiktok Ads,Influencer Push,1931.02,1,February,Monday,0,7,0,False
2025-02-10 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Monday,0,7,0,False
2025-02-11 00:00:00+00:00,Google Ads,Competitor Search,995.23,1,February,Tuesday,1,7,0,False
2025-02-11 00:00:00+00:00,Facebook Ads,Retargeting,1525.71,1,February,Tuesday,1,7,0,False
2025-02-11 00:00:00+00:00,Tiktok Ads,Awareness Blast,2421.99,1,February,Tuesday,1,7,0,False
2025-02-11 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Tuesday,1,7,0,False
2025-02-12 00:00:00+00:00,Google Ads,Brand Search,4181.07,1,February,Wednesday,2,7,0,False
2025-02-12 00:00:00+00:00,Facebook Ads,Retargeting,4373.29,1,February,Wednesday,2,7,0,False
2025-02-12 00:00:00+00:00,Tiktok Ads,Awareness Blast,531.28,1,February,Wednesday,2,7,0,False
2025-02-12 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Wednesday,2,7,0,False
2025-02-13 00:00:00+00:00,Google Ads,Brand Search,2798.36,1,February,Thursday,3,7,0,False
2025-02-13 00:00:00+00:00,Facebook Ads,Winter Sale,2378.35,1,February,Thursday,3,7,0,False
2025-02-13 00:00:00+00:00,Tiktok Ads,UGC Campaign,1499.49,1,February,Thursday,3,7,0,False
2025-02-13 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Thursday,3,7,0,False
2025-02-14 00:00:00+00:00,Google Ads,Brand Search,1039.39,1,February,Friday,4,7,0,False
2025-02-14 00:00:00+00:00,Facebook Ads,Lookalike Audience,2019.27,1,February,Friday,4,7,0,False
2025-02-14 00:00:00+00:00,Tiktok Ads,Awareness Blast,4743.09,1,February,Friday,4,7,0,False
2025-02-14 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Friday,4,7,0,False
2025-02-15 00:00:00+00:00,Google Ads,Competitor Search,1954.41,1,February,Saturday,5,7,0,True
2025-02-15 00:00:00+00:00,Facebook Ads,Winter Sale,2834.56,1,February,Saturday,5,7,0,True
2025-02-15 00:00:00+00:00,Tiktok Ads,Influencer Push,3663.59,1,February,Saturday,5,7,0,True
2025-02-15 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Saturday,5,7,0,True
2025-02-16 00:00:00+00:00,Google Ads,Competitor Search,2136.33,1,February,Sunday,6,7,0,True
2025-02-16 00:00:00+00:00,Facebook Ads,Winter Sale,4873.02,1,February,Sunday,6,7,0,True
2025-02-16 00:00:00+00:00,Tiktok Ads,Awareness Blast,4831.01,1,February,Sunday,6,7,0,True
2025-02-16 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Sunday,6,7,0,True
2025-02-17 00:00:00+00:00,Google Ads,Brand Search,1633.02,1,February,Monday,0,8,0,False
2025-02-17 00:00:00+00:00,Facebook Ads,Lookalike Audience,2737.62,1,February,Monday,0,8,0,False
2025-02-17 00:00:00+00:00,Tiktok Ads,UGC Campaign,1853.95,1,February,Monday,0,8,0,False
2025-02-17 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Monday,0,8,0,False
2025-02-18 00:00:00+00:00,Google Ads,Competitor Search,1781.78,1,February,Tuesday,1,8,0,False
2025-02-18 00:00:00+00:00,Facebook Ads,Retargeting,665.99,1,February,Tuesday,1,8,0,False
2025-02-18 00:00:00+00:00,Tiktok Ads,Awareness Blast,3243.04,1,February,Tuesday,1,8,0,False
2025-02-18 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Tuesday,1,8,0,False
2025-02-19 00:00:00+00:00,Google Ads,Generic Search,2762.06,1,February,Wednesday,2,8,0,False
2025-02-19 00:00:00+00:00,Facebook Ads,Lookalike Audience,731.65,1,February,Wednesday,2,8,0,False
2025-02-19 00:00:00+00:00,Tiktok Ads,Awareness Blast,1753.91,1,February,Wednesday,2,8,0,False
2025-02-19 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Wednesday,2,8,0,False
2025-02-20 00:00:00+00:00,Google Ads,Brand Search,4587.2,1,February,Thursday,3,8,0,False
2025-02-20 00:00:00+00:00,Facebook Ads,Winter Sale,1578.03,1,February,Thursday,3,8,0,False
2025-02-20 00:00:00+00:00,Tiktok Ads,Influencer Push,1152.03,1,February,Thursday,3,8,0,False
2025-02-20 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Thursday,3,8,0,False
2025-02-21 00:00:00+00:00,Google Ads,Brand Search,2702.54,1,February,Friday,4,8,0,False
2025-02-21 00:00:00+00:00,Facebook Ads,Lookalike Audience,4935.43,1,February,Friday,4,8,0,False
2025-02-21 00:00:00+00:00,Tiktok Ads,UGC Campaign,1589.25,1,February,Friday,4,8,0,False
2025-02-21 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Friday,4,8,0,False
2025-02-22 00:00:00+00:00,Google Ads,Competitor Search,3524.61,1,February,Saturday,5,8,0,True
2025-02-22 00:00:00+00:00,Facebook Ads,Winter Sale,3927.29,1,February,Saturday,5,8,0,True
2025-02-22 00:00:00+00:00,Tiktok Ads,Influencer Push,1569.37,1,February,Saturday,5,8,0,True
2025-02-22 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Saturday,5,8,0,True
2025-02-23 00:00:00+00:00,Google Ads,Competitor Search,3776.97,1,February,Sunday,6,8,0,True
2025-02-23 00:00:00+00:00,Facebook Ads,Lookalike Audience,2155.02,1,February,Sunday,6,8,0,True
2025-02-23 00:00:00+00:00,Tiktok Ads,Influencer Push,3345.38,1,February,Sunday,6,8,0,True
2025-02-23 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Sunday,6,8,0,True
2025-02-24 00:00:00+00:00,Google Ads,Brand Search,3350.88,1,February,Monday,0,9,0,False
2025-02-24 00:00:00+00:00,Facebook Ads,Winter Sale,2910.99,1,February,Monday,0,9,0,False
2025-02-24 00:00:00+00:00,Tiktok Ads,Awareness Blast,906.3,1,February,Monday,0,9,0,False
2025-02-24 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Monday,0,9,0,False
2025-02-25 00:00:00+00:00,Google Ads,Competitor Search,4258.86,1,February,Tuesday,1,9,0,False
2025-02-25 00:00:00+00:00,Facebook Ads,Winter Sale,1943.51,1,February,Tuesday,1,9,0,False
2025-02-25 00:00:00+00:00,Tiktok Ads,Awareness Blast,1339.33,1,February,Tuesday,1,9,0,False
2025-02-25 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Tuesday,1,9,0,False
2025-02-26 00:00:00+00:00,Google Ads,Brand Search,683.49,1,February,Wednesday,2,9,0,False
2025-02-26 00:00:00+00:00,Facebook Ads,Lookalike Audience,3159.02,1,February,Wednesday,2,9,0,False
2025-02-26 00:00:00+00:00,Tiktok Ads,Influencer Push,3549.04,1,February,Wednesday,2,9,0,False
2025-02-26 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Wednesday,2,9,0,False
2025-02-27 00:00:00+00:00,Google Ads,Brand Search,574.65,1,February,Thursday,3,9,0,False
2025-02-27 00:00:00+00:00,Facebook Ads,Retargeting,2804.42,1,February,Thursday,3,9,0,False
2025-02-27 00:00:00+00:00,Tiktok Ads,Awareness Blast,1519.23,1,February,Thursday,3,9,0,False
2025-02-27 00:00:00+00:00,Organic,SEO Blog,0.0,1,February,Thursday,3,9,0,False
2025-02-28 00:00:00+00:00,Google Ads,Brand Search,3403.28,1,February,Friday,4,9,0,False
2025-02-28 00:00:00+00:00,Facebook Ads,Winter Sale,1284.65,1,February,Friday,4,9,0,False
2025-02-28 00:00:00+00:00,Tiktok Ads,UGC Campaign,3609.22,1,February,Friday,4,9,0,False
2025-02-28 00:00:00+00:00,Organic,Organic Landing,0.0,1,February,Friday,4,9,0,False
2025-03-01 00:00:00+00:00,Google Ads,Generic Search,2240.31,1,March,Saturday,5,9,0,True
2025-03-01 00:00:00+00:00,Facebook Ads,Retargeting,4715.28,1,March,Saturday,5,9,0,True
2025-03-01 00:00:00+00:00,Tiktok Ads,Awareness Blast,1118.84,1,March,Saturday,5,9,0,True
2025-03-01 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Saturday,5,9,0,True
2025-03-02 00:00:00+00:00,Google Ads,Competitor Search,2034.8,1,March,Sunday,6,9,0,True
2025-03-02 00:00:00+00:00,Facebook Ads,Winter Sale,1010.63,1,March,Sunday,6,9,0,True
2025-03-02 00:00:00+00:00,Tiktok Ads,UGC Campaign,4661.12,1,March,Sunday,6,9,0,True
2025-03-02 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Sunday,6,9,0,True
2025-03-03 00:00:00+00:00,Google Ads,Brand Search,4448.03,1,March,Monday,0,10,0,False
2025-03-03 00:00:00+00:00,Facebook Ads,Retargeting,1660.74,1,March,Monday,0,10,0,False
2025-03-03 00:00:00+00:00,Tiktok Ads,UGC Campaign,3469.93,1,March,Monday,0,10,0,False
2025-03-03 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Monday,0,10,0,False
2025-03-04 00:00:00+00:00,Google Ads,Brand Search,4177.5,1,March,Tuesday,1,10,0,False
2025-03-04 00:00:00+00:00,Facebook Ads,Winter Sale,2998.4,1,March,Tuesday,1,10,0,False
2025-03-04 00:00:00+00:00,Tiktok Ads,Influencer Push,2883.43,1,March,Tuesday,1,10,0,False
2025-03-04 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Tuesday,1,10,0,False
2025-03-05 00:00:00+00:00,Google Ads,Competitor Search,1588.34,1,March,Wednesday,2,10,0,False
2025-03-05 00:00:00+00:00,Facebook Ads,Retargeting,918.96,1,March,Wednesday,2,10,0,False
2025-03-05 00:00:00+00:00,Tiktok Ads,Influencer Push,4537.47,1,March,Wednesday,2,10,0,False
2025-03-05 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Wednesday,2,10,0,False
2025-03-06 00:00:00+00:00,Google Ads,Brand Search,4551.88,1,March,Thursday,3,10,0,False
2025-03-06 00:00:00+00:00,Facebook Ads,Retargeting,3348.96,1,March,Thursday,3,10,0,False
2025-03-06 00:00:00+00:00,Tiktok Ads,Awareness Blast,2025.63,1,March,Thursday,3,10,0,False
2025-03-06 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Thursday,3,10,0,False
2025-03-07 00:00:00+00:00,Google Ads,Brand Search,2071.44,1,March,Friday,4,10,0,False
2025-03-07 00:00:00+00:00,Facebook Ads,Retargeting,3766.8,1,March,Friday,4,10,0,False
2025-03-07 00:00:00+00:00,Tiktok Ads,UGC Campaign,4537.0,1,March,Friday,4,10,0,False
2025-03-07 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Friday,4,10,0,False
