user_id,conversion_date,revenue,conversion_date_quarter,conversion_date_month_name,conversion_date_day_name,conversion_date_day_of_week,conversion_date_week,conversion_date_hour,conversion_date_is_weekend
U01098,2025-02-15 03:25:37+00:00,550.4,1,February,Saturday,5,7,3,True
U01103,2025-05-12 02:59:00+00:00,715.72,2,May,Monday,0,20,2,False
U01109,2025-07-01 22:10:16+00:00,1097.31,3,July,Tuesday,1,27,22,False
U01120,2025-02-21 18:14:46+00:00,186.17,1,February,Friday,4,8,18,False
U01130,2025-06-24 10:22:38+00:00,1088.35,2,June,Tuesday,1,26,10,False
U01135,2025-01-30 20:20:50+00:00,1067.88,1,January,Thursday,3,5,20,False
U01137,2025-07-12 00:10:47+00:00,536.78,3,July,Saturday,5,28,0,True
U01140,2025-02-05 15:48:00+00:00,1110.02,1,February,Wednesday,2,6,15,False
U01142,2025-04-11 20:21:25+00:00,221.74,2,April,Friday,4,15,20,False
U01160,2025-05-13 22:13:34+00:00,373.43,2,May,Tuesday,1,20,22,False
U01166,2025-02-16 18:23:08+00:00,144.5,1,February,Sunday,6,7,18,True
U01171,2025-03-10 19:00:07+00:00,844.4,1,March,Monday,0,11,19,False
U01179,2025-05-13 22:46:13+00:00,1132.7,2,May,Tuesday,1,20,22,False
U01182,2025-06-01 00:09:00+00:00,410.08,2,June,Sunday,6,22,0,True
U01183,2025-06-02 14:55:42+00:00,379.58,2,June,Monday,0,23,14,False
U01209,2025-03-14 14:11:00+00:00,387.69,1,March,Friday,4,11,14,False
U01212,2025-06-11 23:13:35+00:00,1079.07,2,June,Wednesday,2,24,23,False
U01228,2025-03-01 06:35:03+00:00,453.16,1,March,Saturday,5,9,6,True
U01231,2025-06-18 14:06:15+00:00,1092.79,2,June,Wednesday,2,25,14,False
U01236,2025-02-05 05:31:44+00:00,209.69,1,February,Wednesday,2,6,5,False
U01239,2025-02-18 04:17:39+00:00,1164.63,1,February,Tuesday,1,8,4,False
U01244,2025-05-14 23:05:00+00:00,767.95,2,May,Wednesday,2,20,23,False
U01258,2025-05-15 01:02:00+00:00,290.96,2,May,Thursday,3,20,1,False
U01259,2025-02-17 22:54:54+00:00,1072.72,1,February,Monday,0,8,22,False
U01272,2025-05-12 11:41:00+00:00,362.79,2,May,Monday,0,20,11,False
U01278,2025-05-07 22:55:19+00:00,745.49,2,May,Wednesday,2,19,22,False
U01285,2025-05-24 01:51:00+00:00,423.7,2,May,Saturday,5,21,1,True
U01295,2025-05-27 04:50:03+00:00,971.26,2,May,Tuesday,1,22,4,False
U01308,2025-04-14 18:09:18+00:00,673.12,2,April,Monday,0,16,18,False
U01312,2025-03-07 16:06:43+00:00,245.39,1,March,Friday,4,10,16,False
U01316,2025-05-10 14:39:00+00:00,783.89,2,May,Saturday,5,19,14,True
U01352,2025-01-25 02:31:45+00:00,271.39,1,January,Saturday,5,4,2,True
U01371,2025-02-20 17:37:00+00:00,968.91,1,February,Thursday,3,8,17,False
U01386,2025-05-16 06:48:01+00:00,1026.43,2,May,Friday,4,20,6,False
U01387,2025-07-12 22:24:29+00:00,883.93,3,July,Saturday,5,28,22,True
U01398,2025-02-04 16:48:00+00:00,347.6,1,February,Tuesday,1,6,16,False
U01407,2025-06-01 13:02:06+00:00,119.98,2,June,Sunday,6,22,13,True
U01408,2025-06-18 17:41:00+00:00,896.0,2,June,Wednesday,2,25,17,False
U01410,2025-06-01 20:49:07+00:00,479.79,2,June,Sunday,6,22,20,True
U01416,2025-03-27 09:17:58+00:00,822.47,1,March,Thursday,3,13,9,False
U01427,2025-05-30 00:40:13+00:00,710.18,2,May,Friday,4,22,0,False
U01429,2025-06-27 02:36:16+00:00,192.52,2,June,Friday,4,26,2,False
U01432,2025-05-27 15:41:13+00:00,1096.87,2,May,Tuesday,1,22,15,False
U01435,2025-05-02 06:11:00+00:00,625.02,2,May,Friday,4,18,6,False
U01448,2025-02-28 00:29:00+00:00,928.96,1,February,Friday,4,9,0,False
U01455,2025-04-20 02:32:00+00:00,758.51,2,April,Sunday,6,16,2,True
U01465,2025-01-29 14:38:23+00:00,631.22,1,January,Wednesday,2,5,14,False
U01468,2025-07-10 02:22:57+00:00,942.64,3,July,Thursday,3,28,2,False
U01470,2025-01-13 23:11:02+00:00,80.24,1,January,Monday,0,3,23,False
U01471,2025-06-04 22:34:00+00:00,997.79,2,June,Wednesday,2,23,22,False
U01473,2025-04-07 07:51:00+00:00,263.44,2,April,Monday,0,15,7,False
U01476,2025-04-22 04:38:13+00:00,500.92,2,April,Tuesday,1,17,4,False
U01477,2025-02-28 14:12:18+00:00,687.11,1,February,Friday,4,9,14,False
U01480,2025-01-21 13:34:04+00:00,1011.32,1,January,Tuesday,1,4,13,False
U01481,2025-05-02 18:22:34+00:00,526.0,2,May,Friday,4,18,18,False
U01485,2025-04-29 09:42:00+00:00,1087.9,2,April,Tuesday,1,18,9,False
U01489,2025-05-31 08:56:06+00:00,981.42,2,May,Saturday,5,22,8,True
U01499,2025-02-12 15:15:05+00:00,1072.09,1,February,Wednesday,2,7,15,False
U01501,2025-06-02 01:26:00+00:00,528.87,2,June,Monday,0,23,1,False
U01520,2025-01-24 00:14:23+00:00,534.43,1,January,Friday,4,4,0,False
U01532,2025-03-07 15:37:49+00:00,954.48,1,March,Friday,4,10,15,False
U01540,2025-06-30 21:06:00+00:00,914.64,2,June,Monday,0,27,21,False
U01541,2025-04-08 17:20:33+00:00,548.51,2,April,Tuesday,1,15,17,False
U01545,2025-06-04 22:07:11+00:00,231.99,2,June,Wednesday,2,23,22,False
U01559,2025-03-29 02:12:55+00:00,101.92,1,March,Saturday,5,13,2,True
U01572,2025-04-08 13:45:00+00:00,787.02,2,April,Tuesday,1,15,13,False
U01581,2025-03-15 22:32:56+00:00,953.14,1,March,Saturday,5,11,22,True
U01583,2025-04-11 17:19:26+00:00,285.2,2,April,Friday,4,15,17,False
U01608,2025-06-09 06:21:45+00:00,274.67,2,June,Monday,0,24,6,False
U01611,2025-02-22 15:46:21+00:00,1072.06,1,February,Saturday,5,8,15,True
U01616,2025-03-17 22:40:12+00:00,813.87,1,March,Monday,0,12,22,False
U01620,2025-06-23 01:49:30+00:00,583.25,2,June,Monday,0,26,1,False
U01627,2025-02-23 17:25:59+00:00,334.88,1,February,Sunday,6,8,17,True
U01637,2025-01-29 17:09:00+00:00,224.28,1,January,Wednesday,2,5,17,False
U01638,2025-06-15 12:34:00+00:00,733.83,2,June,Sunday,6,24,12,True
U01641,2025-04-24 05:52:00+00:00,948.57,2,April,Thursday,3,17,5,False
U01643,2025-06-17 13:46:00+00:00,173.45,2,June,Tuesday,1,25,13,False
U01644,2025-05-03 09:31:12+00:00,673.98,2,May,Saturday,5,18,9,True
U01662,2025-06-11 18:56:00+00:00,851.74,2,June,Wednesday,2,24,18,False
U01674,2025-04-09 01:23:00+00:00,1132.86,2,April,Wednesday,2,15,1,False
U01676,2025-01-21 10:36:14+00:00,249.27,1,January,Tuesday,1,4,10,False
U01686,2025-03-11 02:52:00+00:00,1119.37,1,March,Tuesday,1,11,2,False
U01689,2025-04-24 04:00:48+00:00,276.21,2,April,Thursday,3,17,4,False
U01692,2025-01-26 13:54:00+00:00,442.7,1,January,Sunday,6,4,13,True
U01701,2025-04-16 13:35:00+00:00,715.03,2,April,Wednesday,2,16,13,False
U01704,2025-05-12 16:06:00+00:00,508.01,2,May,Monday,0,20,16,False
U01710,2025-05-11 09:54:13+00:00,568.61,2,May,Sunday,6,19,9,True
U01712,2025-02-28 22:08:00+00:00,220.3,1,February,Friday,4,9,22,False
U01715,2025-02-21 05:20:43+00:00,1178.01,1,February,Friday,4,8,5,False
U01719,2025-01-27 18:51:12+00:00,439.81,1,January,Monday,0,5,18,False
U01724,2025-02-28 08:02:23+00:00,1079.9,1,February,Friday,4,9,8,False
U01725,2025-07-01 01:51:11+00:00,324.78,3,July,Tuesday,1,27,1,False
U01726,2025-01-31 01:24:54+00:00,381.57,1,January,Friday,4,5,1,False
U01733,2025-06-01 11:21:23+00:00,108.85,2,June,Sunday,6,22,11,True
U01740,2025-06-11 16:38:00+00:00,499.63,2,June,Wednesday,2,24,16,False
U01745,2025-06-27 20:22:00+00:00,420.31,2,June,Friday,4,26,20,False
U01755,2025-01-07 20:12:10+00:00,290.8,1,January,Tuesday,1,2,20,False
U01773,2025-06-10 03:47:18+00:00,964.25,2,June,Tuesday,1,24,3,False
U01774,2025-04-05 08:50:55+00:00,835.03,2,April,Saturday,5,14,8,True
U01777,2025-05-20 02:32:27+00:00,96.2,2,May,Tuesday,1,21,2,False
U01781,2025-01-28 03:29:00+00:00,220.5,1,January,Tuesday,1,5,3,False
U01783,2025-01-08 14:33:00+00:00,453.57,1,January,Wednesday,2,2,14,False
U01785,2025-03-14 14:17:57+00:00,642.54,1,March,Friday,4,11,14,False
U01790,2025-01-30 10:17:00+00:00,908.46,1,January,Thursday,3,5,10,False
U01792,2025-06-14 13:27:00+00:00,930.63,2,June,Saturday,5,24,13,True
U01794,2025-02-13 06:49:57+00:00,1103.85,1,February,Thursday,3,7,6,False
U01800,2025-04-12 03:15:47+00:00,125.61,2,April,Saturday,5,15,3,True
U01802,2025-02-01 13:22:00+00:00,1141.47,1,February,Saturday,5,5,13,True
U01803,2025-03-21 15:41:21+00:00,1062.88,1,March,Friday,4,12,15,False
U01805,2025-06-28 19:52:00+00:00,323.26,2,June,Saturday,5,26,19,True
U01806,2025-03-16 13:02:46+00:00,478.74,1,March,Sunday,6,11,13,True
U01810,2025-03-29 16:15:37+00:00,675.17,1,March,Saturday,5,13,16,True
U01825,2025-01-28 18:03:00+00:00,433.39,1,January,Tuesday,1,5,18,False
U01831,2025-05-02 07:11:07+00:00,372.05,2,May,Friday,4,18,7,False
U01863,2025-05-19 19:10:15+00:00,305.12,2,May,Monday,0,21,19,False
U01866,2025-06-24 15:38:00+00:00,606.25,2,June,Tuesday,1,26,15,False
U01868,2025-02-02 05:54:00+00:00,258.85,1,February,Sunday,6,5,5,True
U01873,2025-02-24 05:49:03+00:00,508.91,1,February,Monday,0,9,5,False
U01874,2025-06-03 14:59:00+00:00,1172.18,2,June,Tuesday,1,23,14,False
U01875,2025-03-11 15:54:00+00:00,635.74,1,March,Tuesday,1,11,15,False
U01881,2025-05-04 17:33:32+00:00,450.23,2,May,Sunday,6,18,17,True
U01882,2025-03-28 06:23:00+00:00,671.18,1,March,Friday,4,13,6,False
U01890,2025-01-07 07:43:00+00:00,797.05,1,January,Tuesday,1,2,7,False
U01891,2025-07-01 22:31:00+00:00,535.86,3,July,Tuesday,1,27,22,False
U01903,2025-02-19 11:43:00+00:00,1083.76,1,February,Wednesday,2,8,11,False
U01904,2025-03-27 11:23:32+00:00,946.73,1,March,Thursday,3,13,11,False
U01907,2025-01-12 23:49:06+00:00,756.9,1,January,Sunday,6,2,23,True
U01914,2025-06-29 03:35:00+00:00,308.06,2,June,Sunday,6,26,3,True
U01924,2025-04-15 17:59:00+00:00,945.74,2,April,Tuesday,1,16,17,False
U01928,2025-02-07 13:10:00+00:00,1125.48,1,February,Friday,4,6,13,False
U01936,2025-06-23 10:16:00+00:00,163.75,2,June,Monday,0,26,10,False
U01940,2025-06-27 13:57:49+00:00,1152.86,2,June,Friday,4,26,13,False
U01943,2025-04-10 09:04:17+00:00,551.72,2,April,Thursday,3,15,9,False
U01945,2025-03-14 20:29:53+00:00,694.76,1,March,Friday,4,11,20,False
U01952,2025-04-12 04:26:00+00:00,91.52,2,April,Saturday,5,15,4,True
U01953,2025-01-25 07:42:05+00:00,983.19,1,January,Saturday,5,4,7,True
U01972,2025-01-28 07:49:00+00:00,976.38,1,January,Tuesday,1,5,7,False
U01973,2025-04-27 23:11:27+00:00,1060.47,2,April,Sunday,6,17,23,True
U01974,2025-01-10 09:14:00+00:00,1017.99,1,January,Friday,4,2,9,False
U01975,2025-07-02 08:58:00+00:00,451.62,3,July,Wednesday,2,27,8,False
U01981,2025-01-30 13:05:39+00:00,634.17,1,January,Thursday,3,5,13,False
U01991,2025-06-05 18:52:00+00:00,129.71,2,June,Thursday,3,23,18,False
U02000,2025-04-10 03:22:33+00:00,113.98,2,April,Thursday,3,15,3,False
U02008,2025-02-23 20:05:04+00:00,452.34,1,February,Sunday,6,8,20,True
U02018,2025-04-15 09:26:18+00:00,147.87,2,April,Tuesday,1,16,9,False
U02019,2025-06-08 20:31:53+00:00,293.12,2,June,Sunday,6,23,20,True
U02023,2025-06-18 21:28:00+00:00,901.36,2,June,Wednesday,2,25,21,False
U02024,2025-06-17 06:30:36+00:00,490.64,2,June,Tuesday,1,25,6,False
U02030,2025-04-09 00:13:24+00:00,1041.39,2,April,Wednesday,2,15,0,False
U02032,2025-01-21 20:18:15+00:00,982.21,1,January,Tuesday,1,4,20,False
U02034,2025-06-05 04:22:09+00:00,888.21,2,June,Thursday,3,23,4,False
U02046,2025-06-03 05:19:47+00:00,256.0,2,June,Tuesday,1,23,5,False
U02055,2025-05-03 04:20:30+00:00,932.5,2,May,Saturday,5,18,4,True
U02059,2025-04-12 04:01:29+00:00,564.71,2,April,Saturday,5,15,4,True
U02060,2025-01-27 18:53:03+00:00,795.89,1,January,Monday,0,5,18,False
U02064,2025-06-12 18:27:48+00:00,538.24,2,June,Thursday,3,24,18,False
U02065,2025-03-14 06:32:12+00:00,1175.78,1,March,Friday,4,11,6,False
U02067,2025-07-11 16:14:46+00:00,1159.16,3,July,Friday,4,28,16,False
U02069,2025-01-31 13:00:38+00:00,160.69,1,January,Friday,4,5,13,False
U02084,2025-05-11 10:29:53+00:00,522.39,2,May,Sunday,6,19,10,True
U02087,2025-03-08 01:59:31+00:00,981.35,1,March,Saturday,5,10,1,True
U02088,2025-05-23 22:38:00+00:00,198.84,2,May,Friday,4,21,22,False
