"user_id";"channel";"timestamp";"revenue";"total_touchpoints";"linear_weight"
"U00026";"Google Ads";"2025-01-09 00:00:00";163.6;5;0.2
"U00026";"TikTok Ads";"2025-01-13 00:00:00";163.6;5;0.2
"U00027";"TikTok Ads";"2025-03-10 00:00:00";1194.81;7;0.143
"U00027";"Facebook Ads";"2025-03-15 00:00:00";1194.81;7;0.143
"U00027";"Facebook Ads";"2025-03-18 00:00:00";1194.81;7;0.143
"U00027";"Organic Search";"2025-03-20 00:00:00";1194.81;7;0.143
"U00027";"Facebook Ads";"2025-03-21 00:00:00";1194.81;7;0.143
"U00027";"TikTok Ads";"2025-03-22 00:00:00";1194.81;7;0.143
"U00027";"Google Ads";"2025-03-24 00:00:00";1194.81;7;0.143
"U00028";"Organic Search";"2025-04-14 00:00:00";172.41;7;0.143
"U00028";"Organic Search";"2025-04-19 00:00:00";172.41;7;0.143
"U00028";"Facebook Ads";"2025-04-22 00:00:00";172.41;7;0.143
"U00028";"Facebook Ads";"2025-04-25 00:00:00";172.41;7;0.143
"U00028";"TikTok Ads";"2025-04-27 00:00:00";172.41;7;0.143
"U00028";"Organic Search";"2025-05-02 00:00:00";172.41;7;0.143
"U00028";"Google Ads";"2025-05-04 00:00:00";172.41;7;0.143
"U00032";"TikTok Ads";"2025-05-29 00:00:00";1051.71;7;0.143
"U00032";"TikTok Ads";"2025-06-01 00:00:00";1051.71;7;0.143
"U00032";"Organic Search";"2025-06-03 00:00:00";1051.71;7;0.143
"U00032";"TikTok Ads";"2025-06-07 00:00:00";1051.71;7;0.143
"U00032";"Google Ads";"2025-06-09 00:00:00";1051.71;7;0.143
"U00032";"TikTok Ads";"2025-06-12 00:00:00";1051.71;7;0.143
"U00032";"TikTok Ads";"2025-06-01 00:00:00";1051.71;7;0.143
"U00039";"Organic Search";"2025-03-23 00:00:00";713.76;6;0.167
"U00039";"Facebook Ads";"2025-03-25 00:00:00";713.76;6;0.167
"U00039";"Organic Search";"2025-03-29 00:00:00";713.76;6;0.167
"U00039";"Organic Search";"2025-04-03 00:00:00";713.76;6;0.167
"U00039";"TikTok Ads";"2025-04-07 00:00:00";713.76;6;0.167
"U00039";"Facebook Ads";"2025-04-10 00:00:00";713.76;6;0.167
"U00040";"Google Ads";"2025-04-30 00:00:00";614.03;2;0.5
"U00040";"TikTok Ads";"2025-05-01 00:00:00";614.03;2;0.5
"U00050";"Facebook Ads";"2025-04-09 00:00:00";238.64;5;0.2
"U00050";"Google Ads";"2025-04-13 00:00:00";238.64;5;0.2
"U00050";"Organic Search";"2025-04-15 00:00:00";238.64;5;0.2
"U00050";"TikTok Ads";"2025-04-16 00:00:00";238.64;5;0.2
"U00050";"Organic Search";"2025-04-18 00:00:00";238.64;5;0.2
"U00065";"Google Ads";"2025-01-18 00:00:00";360.56;7;0.143
"U00065";"Organic Search";"2025-01-19 00:00:00";360.56;7;0.143
"U00065";"Facebook Ads";"2025-01-20 00:00:00";360.56;7;0.143
"U00065";"TikTok Ads";"2025-01-24 00:00:00";360.56;7;0.143
"U00065";"Organic Search";"2025-01-24 00:00:00";360.56;7;0.143
"U00065";"Organic Search";"2025-01-25 00:00:00";360.56;7;0.143
"U00065";"Organic Search";"2025-01-26 00:00:00";360.56;7;0.143
"U00068";"Google Ads";"2025-03-17 00:00:00";481.92;7;0.143
"U00068";"Organic Search";"2025-03-22 00:00:00";481.92;7;0.143
"U00068";"Google Ads";"2025-03-27 00:00:00";481.92;7;0.143
"U00068";"TikTok Ads";"2025-03-29 00:00:00";481.92;7;0.143
"U00068";"TikTok Ads";"2025-04-03 00:00:00";481.92;7;0.143
"U00068";"Facebook Ads";"2025-04-06 00:00:00";481.92;7;0.143
"U00068";"Google Ads";"2025-04-09 00:00:00";481.92;7;0.143
"U00084";"Organic Search";"2025-02-25 00:00:00";671.97;5;0.2
"U00084";"TikTok Ads";"2025-03-01 00:00:00";671.97;5;0.2
"U00084";"Organic Search";"2025-03-01 00:00:00";671.97;5;0.2
"U00084";"TikTok Ads";"2025-03-05 00:00:00";671.97;5;0.2
"U00084";"TikTok Ads";"2025-03-05 00:00:00";671.97;5;0.2
"U00100";"Organic Search";"2025-01-29 00:00:00";665.09;5;0.2
"U00100";"TikTok Ads";"2025-01-31 00:00:00";665.09;5;0.2
"U00100";"Organic Search";"2025-02-03 00:00:00";665.09;5;0.2
"U00100";"Organic Search";"2025-02-04 00:00:00";665.09;5;0.2
"U00100";"TikTok Ads";"2025-02-05 00:00:00";665.09;5;0.2
"U00102";"Facebook Ads";"2025-02-21 00:00:00";95.92;5;0.2
"U00102";"Facebook Ads";"2025-02-23 00:00:00";95.92;5;0.2
"U00102";"Google Ads";"2025-02-24 00:00:00";95.92;5;0.2
"U00102";"Google Ads";"2025-02-28 00:00:00";95.92;5;0.2
"U00102";"Facebook Ads";"2025-03-03 00:00:00";95.92;5;0.2
"U00104";"Facebook Ads";"2025-06-16 00:00:00";748.68;4;0.25
"U00104";"TikTok Ads";"2025-06-16 00:00:00";748.68;4;0.25
"U00104";"TikTok Ads";"2025-06-19 00:00:00";748.68;4;0.25
"U00104";"Facebook Ads";"2025-06-22 00:00:00";748.68;4;0.25
"U00109";"TikTok Ads";"2025-03-07 00:00:00";632.91;6;0.167
"U00109";"Google Ads";"2025-03-08 00:00:00";632.91;6;0.167
"U00109";"Facebook Ads";"2025-03-12 00:00:00";632.91;6;0.167
"U00109";"TikTok Ads";"2025-03-16 00:00:00";632.91;6;0.167
"U00109";"TikTok Ads";"2025-03-21 00:00:00";632.91;6;0.167
"U00109";"Google Ads";"2025-03-25 00:00:00";632.91;6;0.167
"U00113";"Organic Search";"2025-04-27 00:00:00";541.62;7;0.143
"U00113";"Organic Search";"2025-04-28 00:00:00";541.62;7;0.143
"U00113";"Facebook Ads";"2025-04-29 00:00:00";541.62;7;0.143
"U00113";"Organic Search";"2025-05-01 00:00:00";541.62;7;0.143
"U00113";"Organic Search";"2025-05-04 00:00:00";541.62;7;0.143
"U00113";"TikTok Ads";"2025-05-06 00:00:00";541.62;7;0.143
"U00113";"Facebook Ads";"2025-05-09 00:00:00";541.62;7;0.143
"U00114";"Organic Search";"2025-05-04 00:00:00";999.71;5;0.2
"U00114";"Google Ads";"2025-05-09 00:00:00";999.71;5;0.2
"U00114";"Facebook Ads";"2025-05-10 00:00:00";999.71;5;0.2
"U00114";"TikTok Ads";"2025-05-12 00:00:00";999.71;5;0.2
"U00114";"Organic Search";"2025-05-15 00:00:00";999.71;5;0.2
"U00128";"Organic Search";"2025-04-02 00:00:00";674.68;6;0.167
"U00128";"TikTok Ads";"2025-04-02 00:00:00";674.68;6;0.167
"U00128";"TikTok Ads";"2025-04-05 00:00:00";674.68;6;0.167
"U00128";"Facebook Ads";"2025-04-06 00:00:00";674.68;6;0.167
"U00128";"TikTok Ads";"2025-04-07 00:00:00";674.68;6;0.167
"U00128";"Organic Search";"2025-04-09 00:00:00";674.68;6;0.167
"U00130";"Facebook Ads";"2025-03-04 00:00:00";1021.83;2;0.5
"U00130";"Google Ads";"2025-03-06 00:00:00";1021.83;2;0.5
"U00136";"Facebook Ads";"2025-02-25 00:00:00";1062.99;7;0.143
"U00136";"Organic Search";"2025-03-02 00:00:00";1062.99;7;0.143
"U00136";"Organic Search";"2025-03-06 00:00:00";1062.99;7;0.143
"U00136";"Google Ads";"2025-03-08 00:00:00";1062.99;7;0.143
"U00136";"Google Ads";"2025-03-08 00:00:00";1062.99;7;0.143
"U00136";"Facebook Ads";"2025-03-13 00:00:00";1062.99;7;0.143
"U00136";"Facebook Ads";"2025-03-14 00:00:00";1062.99;7;0.143
"U00144";"Facebook Ads";"2025-03-05 00:00:00";582.96;3;0.333
"U00144";"Facebook Ads";"2025-03-08 00:00:00";582.96;3;0.333
"U00144";"Facebook Ads";"2025-03-05 00:00:00";582.96;3;0.333
"U00151";"Facebook Ads";"2025-04-08 00:00:00";1152.79;7;0.143
"U00151";"Facebook Ads";"2025-04-11 00:00:00";1152.79;7;0.143
"U00151";"Google Ads";"2025-04-11 00:00:00";1152.79;7;0.143
"U00151";"TikTok Ads";"2025-04-13 00:00:00";1152.79;7;0.143
"U00151";"TikTok Ads";"2025-04-14 00:00:00";1152.79;7;0.143
"U00151";"Google Ads";"2025-04-16 00:00:00";1152.79;7;0.143
"U00151";"Facebook Ads";"2025-04-18 00:00:00";1152.79;7;0.143
"U00174";"Facebook Ads";"2025-03-18 00:00:00";813.86;5;0.2
"U00174";"Facebook Ads";"2025-03-18 00:00:00";813.86;5;0.2
"U00174";"Google Ads";"2025-03-22 00:00:00";813.86;5;0.2
"U00174";"Facebook Ads";"2025-03-27 00:00:00";813.86;5;0.2
"U00174";"Google Ads";"2025-03-28 00:00:00";813.86;5;0.2
"U00189";"Organic Search";"2025-01-06 00:00:00";644.88;4;0.25
"U00189";"Google Ads";"2025-01-08 00:00:00";644.88;4;0.25
"U00189";"Facebook Ads";"2025-01-11 00:00:00";644.88;4;0.25
"U00189";"Google Ads";"2025-01-12 00:00:00";644.88;4;0.25
"U00192";"TikTok Ads";"2025-03-21 00:00:00";1085.99;8;0.125
"U00192";"Facebook Ads";"2025-03-23 00:00:00";1085.99;8;0.125
"U00192";"TikTok Ads";"2025-03-25 00:00:00";1085.99;8;0.125
"U00192";"Organic Search";"2025-03-26 00:00:00";1085.99;8;0.125
"U00192";"TikTok Ads";"2025-03-29 00:00:00";1085.99;8;0.125
"U00192";"Google Ads";"2025-04-01 00:00:00";1085.99;8;0.125
"U00192";"Google Ads";"2025-04-02 00:00:00";1085.99;8;0.125
"U00192";"Google Ads";"2025-04-01 00:00:00";1085.99;8;0.125
"U00197";"Organic Search";"2025-03-24 00:00:00";1095.64;2;0.5
"U00197";"Facebook Ads";"2025-03-25 00:00:00";1095.64;2;0.5
"U00200";"TikTok Ads";"2025-05-18 00:00:00";103.82;5;0.2
"U00200";"Organic Search";"2025-05-19 00:00:00";103.82;5;0.2
"U00200";"Facebook Ads";"2025-05-23 00:00:00";103.82;5;0.2
"U00200";"Google Ads";"2025-05-26 00:00:00";103.82;5;0.2
"U00200";"Google Ads";"2025-05-26 00:00:00";103.82;5;0.2
"U00201";"Organic Search";"2025-04-11 00:00:00";178.63;6;0.167
"U00201";"Organic Search";"2025-04-11 00:00:00";178.63;6;0.167
"U00201";"Facebook Ads";"2025-04-14 00:00:00";178.63;6;0.167
"U00201";"TikTok Ads";"2025-04-18 00:00:00";178.63;6;0.167
"U00201";"Google Ads";"2025-04-23 00:00:00";178.63;6;0.167
"U00201";"Google Ads";"2025-04-26 00:00:00";178.63;6;0.167
"U00228";"Facebook Ads";"2025-02-08 00:00:00";1158.78;2;0.5
"U00228";"TikTok Ads";"2025-02-12 00:00:00";1158.78;2;0.5
"U00236";"Facebook Ads";"2025-01-31 00:00:00";537.78;7;0.143
"U00236";"TikTok Ads";"2025-02-03 00:00:00";537.78;7;0.143
"U00236";"Google Ads";"2025-02-05 00:00:00";537.78;7;0.143
"U00236";"Facebook Ads";"2025-02-05 00:00:00";537.78;7;0.143
"U00236";"Organic Search";"2025-02-07 00:00:00";537.78;7;0.143
"U00236";"TikTok Ads";"2025-02-11 00:00:00";537.78;7;0.143
"U00236";"TikTok Ads";"2025-02-15 00:00:00";537.78;7;0.143
"U00237";"Facebook Ads";"2025-06-16 00:00:00";156.84;7;0.143
"U00237";"Facebook Ads";"2025-06-19 00:00:00";156.84;7;0.143
"U00237";"Organic Search";"2025-06-23 00:00:00";156.84;7;0.143
"U00237";"TikTok Ads";"2025-06-25 00:00:00";156.84;7;0.143
"U00237";"Facebook Ads";"2025-06-26 00:00:00";156.84;7;0.143
"U00237";"Organic Search";"2025-06-28 00:00:00";156.84;7;0.143
"U00237";"TikTok Ads";"2025-07-02 00:00:00";156.84;7;0.143
"U00240";"Facebook Ads";"2025-04-16 00:00:00";348.12;6;0.167
"U00240";"TikTok Ads";"2025-04-18 00:00:00";348.12;6;0.167
"U00240";"TikTok Ads";"2025-04-22 00:00:00";348.12;6;0.167
"U00240";"Facebook Ads";"2025-04-26 00:00:00";348.12;6;0.167
"U00240";"Google Ads";"2025-04-27 00:00:00";348.12;6;0.167
"U00240";"Organic Search";"2025-05-02 00:00:00";348.12;6;0.167
"U00242";"Organic Search";"2025-02-07 00:00:00";469.34;3;0.333
"U00242";"Google Ads";"2025-02-09 00:00:00";469.34;3;0.333
"U00242";"Organic Search";"2025-02-12 00:00:00";469.34;3;0.333
"U00248";"Google Ads";"2025-05-08 00:00:00";327.5;4;0.25
"U00248";"Google Ads";"2025-05-12 00:00:00";327.5;4;0.25
"U00248";"Google Ads";"2025-05-17 00:00:00";327.5;4;0.25
"U00248";"Facebook Ads";"2025-05-17 00:00:00";327.5;4;0.25
"U00263";"Google Ads";"2025-04-28 00:00:00";371.16;4;0.25
"U00263";"Facebook Ads";"2025-04-30 00:00:00";371.16;4;0.25
"U00263";"Facebook Ads";"2025-05-01 00:00:00";371.16;4;0.25
"U00263";"Organic Search";"2025-05-02 00:00:00";371.16;4;0.25
"U00269";"Facebook Ads";"2025-04-11 00:00:00";897.84;2;0.5
"U00269";"Google Ads";"2025-04-11 00:00:00";897.84;2;0.5
"U00277";"Google Ads";"2025-04-04 00:00:00";498.14;7;0.143
"U00277";"Organic Search";"2025-04-07 00:00:00";498.14;7;0.143
"U00277";"Organic Search";"2025-04-09 00:00:00";498.14;7;0.143
"U00277";"Organic Search";"2025-04-13 00:00:00";498.14;7;0.143
"U00277";"Facebook Ads";"2025-04-14 00:00:00";498.14;7;0.143
"U00277";"Google Ads";"2025-04-17 00:00:00";498.14;7;0.143
"U00277";"Organic Search";"2025-04-18 00:00:00";498.14;7;0.143
"U00280";"TikTok Ads";"2025-01-09 00:00:00";818.57;5;0.2
"U00280";"Google Ads";"2025-01-13 00:00:00";818.57;5;0.2
"U00280";"TikTok Ads";"2025-01-17 00:00:00";818.57;5;0.2
"U00280";"Facebook Ads";"2025-01-19 00:00:00";818.57;5;0.2
"U00280";"TikTok Ads";"2025-01-19 00:00:00";818.57;5;0.2
"U00285";"Organic Search";"2025-02-18 00:00:00";134.76;3;0.333
"U00285";"TikTok Ads";"2025-02-21 00:00:00";134.76;3;0.333
"U00285";"Facebook Ads";"2025-02-26 00:00:00";134.76;3;0.333
"U00292";"Organic Search";"2025-01-27 00:00:00";437.09;2;0.5
"U00292";"Organic Search";"2025-02-01 00:00:00";437.09;2;0.5
"U00301";"Organic Search";"2025-05-16 00:00:00";698.19;5;0.2
"U00301";"TikTok Ads";"2025-05-17 00:00:00";698.19;5;0.2
"U00301";"Google Ads";"2025-05-20 00:00:00";698.19;5;0.2
"U00301";"Facebook Ads";"2025-05-23 00:00:00";698.19;5;0.2
"U00301";"Organic Search";"2025-05-27 00:00:00";698.19;5;0.2
"U00314";"Facebook Ads";"2025-04-08 00:00:00";782.56;2;0.5
"U00314";"TikTok Ads";"2025-04-10 00:00:00";782.56;2;0.5
"U00319";"Organic Search";"2025-04-24 00:00:00";858.29;5;0.2
"U00319";"TikTok Ads";"2025-04-29 00:00:00";858.29;5;0.2
"U00319";"Organic Search";"2025-04-30 00:00:00";858.29;5;0.2
"U00319";"Google Ads";"2025-05-01 00:00:00";858.29;5;0.2
"U00319";"Google Ads";"2025-05-04 00:00:00";858.29;5;0.2
"U00328";"Facebook Ads";"2025-03-09 00:00:00";177.01;3;0.333
"U00328";"Google Ads";"2025-03-11 00:00:00";177.01;3;0.333
"U00328";"Organic Search";"2025-03-12 00:00:00";177.01;3;0.333
"U00329";"Google Ads";"2025-01-02 00:00:00";374.82;7;0.143
"U00329";"Facebook Ads";"2025-01-06 00:00:00";374.82;7;0.143
"U00329";"Organic Search";"2025-01-07 00:00:00";374.82;7;0.143
"U00329";"Organic Search";"2025-01-11 00:00:00";374.82;7;0.143
"U00329";"Facebook Ads";"2025-01-13 00:00:00";374.82;7;0.143
"U00329";"Organic Search";"2025-01-16 00:00:00";374.82;7;0.143
"U00329";"Facebook Ads";"2025-01-21 00:00:00";374.82;7;0.143
"U00333";"Google Ads";"2025-05-14 00:00:00";797.76;3;0.333
"U00333";"Google Ads";"2025-05-15 00:00:00";797.76;3;0.333
"U00333";"Organic Search";"2025-05-17 00:00:00";797.76;3;0.333
"U00346";"TikTok Ads";"2025-03-20 00:00:00";454.36;6;0.167
"U00346";"Facebook Ads";"2025-03-23 00:00:00";454.36;6;0.167
"U00346";"Organic Search";"2025-03-25 00:00:00";454.36;6;0.167
"U00346";"Organic Search";"2025-03-30 00:00:00";454.36;6;0.167
"U00346";"Google Ads";"2025-04-03 00:00:00";454.36;6;0.167
"U00346";"Organic Search";"2025-04-06 00:00:00";454.36;6;0.167
"U00354";"Google Ads";"2025-03-10 00:00:00";616.13;2;0.5
"U00354";"Facebook Ads";"2025-03-12 00:00:00";616.13;2;0.5
"U00361";"Facebook Ads";"2025-03-21 00:00:00";522.01;3;0.333
"U00361";"Organic Search";"2025-03-24 00:00:00";522.01;3;0.333
"U00361";"Organic Search";"2025-03-28 00:00:00";522.01;3;0.333
"U00362";"Organic Search";"2025-04-26 00:00:00";505.26;7;0.143
"U00362";"Organic Search";"2025-04-29 00:00:00";505.26;7;0.143
"U00362";"Facebook Ads";"2025-05-03 00:00:00";505.26;7;0.143
"U00362";"TikTok Ads";"2025-05-06 00:00:00";505.26;7;0.143
"U00362";"Facebook Ads";"2025-05-07 00:00:00";505.26;7;0.143
"U00362";"Google Ads";"2025-05-09 00:00:00";505.26;7;0.143
"U00362";"Organic Search";"2025-04-26 00:00:00";505.26;7;0.143
"U00376";"Google Ads";"2025-06-03 00:00:00";561.53;6;0.167
"U00376";"TikTok Ads";"2025-05-25 00:00:00";561.53;6;0.167
"U00376";"Organic Search";"2025-05-26 00:00:00";561.53;6;0.167
"U00376";"TikTok Ads";"2025-05-28 00:00:00";561.53;6;0.167
"U00376";"TikTok Ads";"2025-05-31 00:00:00";561.53;6;0.167
"U00376";"Google Ads";"2025-06-03 00:00:00";561.53;6;0.167
"U00377";"Organic Search";"2025-03-25 00:00:00";489.89;5;0.2
"U00377";"TikTok Ads";"2025-03-27 00:00:00";489.89;5;0.2
"U00377";"Facebook Ads";"2025-04-01 00:00:00";489.89;5;0.2
"U00377";"Organic Search";"2025-04-03 00:00:00";489.89;5;0.2
"U00377";"Organic Search";"2025-03-25 00:00:00";489.89;5;0.2
"U00382";"Facebook Ads";"2025-03-01 00:00:00";398.31;7;0.143
"U00382";"Facebook Ads";"2025-03-05 00:00:00";398.31;7;0.143
"U00382";"TikTok Ads";"2025-03-09 00:00:00";398.31;7;0.143
"U00382";"Organic Search";"2025-03-11 00:00:00";398.31;7;0.143
"U00382";"Facebook Ads";"2025-03-14 00:00:00";398.31;7;0.143
"U00382";"Google Ads";"2025-03-18 00:00:00";398.31;7;0.143
"U00382";"Organic Search";"2025-03-22 00:00:00";398.31;7;0.143
"U00387";"Organic Search";"2025-05-04 00:00:00";1157.94;3;0.333
"U00387";"Google Ads";"2025-05-06 00:00:00";1157.94;3;0.333
"U00387";"Facebook Ads";"2025-05-10 00:00:00";1157.94;3;0.333
"U00395";"Organic Search";"2025-01-27 00:00:00";234.31;6;0.167
"U00395";"Facebook Ads";"2025-01-31 00:00:00";234.31;6;0.167
"U00395";"Facebook Ads";"2025-02-03 00:00:00";234.31;6;0.167
"U00395";"Organic Search";"2025-02-03 00:00:00";234.31;6;0.167
"U00395";"Facebook Ads";"2025-02-08 00:00:00";234.31;6;0.167
"U00395";"TikTok Ads";"2025-02-12 00:00:00";234.31;6;0.167
"U00396";"Organic Search";"2025-06-07 00:00:00";199.75;3;0.333
"U00396";"Organic Search";"2025-06-10 00:00:00";199.75;3;0.333
"U00396";"Facebook Ads";"2025-06-12 00:00:00";199.75;3;0.333
"U00404";"Google Ads";"2025-04-09 00:00:00";673.0;4;0.25
"U00404";"Organic Search";"2025-04-12 00:00:00";673.0;4;0.25
"U00404";"TikTok Ads";"2025-04-15 00:00:00";673.0;4;0.25
"U00404";"Google Ads";"2025-04-20 00:00:00";673.0;4;0.25
"U00405";"TikTok Ads";"2025-03-26 00:00:00";118.42;6;0.167
"U00405";"Facebook Ads";"2025-03-30 00:00:00";118.42;6;0.167
"U00405";"Organic Search";"2025-03-31 00:00:00";118.42;6;0.167
"U00405";"Organic Search";"2025-04-01 00:00:00";118.42;6;0.167
"U00405";"TikTok Ads";"2025-04-03 00:00:00";118.42;6;0.167
"U00405";"Facebook Ads";"2025-04-04 00:00:00";118.42;6;0.167
"U00412";"TikTok Ads";"2025-06-14 00:00:00";360.01;5;0.2
"U00412";"Organic Search";"2025-06-15 00:00:00";360.01;5;0.2
"U00412";"Organic Search";"2025-06-19 00:00:00";360.01;5;0.2
"U00412";"Facebook Ads";"2025-06-23 00:00:00";360.01;5;0.2
"U00412";"TikTok Ads";"2025-06-27 00:00:00";360.01;5;0.2
"U00421";"Facebook Ads";"2025-05-17 00:00:00";1181.12;3;0.333
"U00421";"Google Ads";"2025-05-22 00:00:00";1181.12;3;0.333
"U00421";"Google Ads";"2025-05-24 00:00:00";1181.12;3;0.333
"U00423";"Facebook Ads";"2025-05-20 00:00:00";762.14;4;0.25
"U00423";"TikTok Ads";"2025-05-25 00:00:00";762.14;4;0.25
"U00423";"Organic Search";"2025-05-29 00:00:00";762.14;4;0.25
"U00423";"TikTok Ads";"2025-06-01 00:00:00";762.14;4;0.25
"U00430";"Facebook Ads";"2025-01-19 00:00:00";1146.51;5;0.2
"U00430";"Google Ads";"2025-01-23 00:00:00";1146.51;5;0.2
"U00430";"Facebook Ads";"2025-01-25 00:00:00";1146.51;5;0.2
"U00430";"Organic Search";"2025-01-28 00:00:00";1146.51;5;0.2
"U00430";"Organic Search";"2025-02-02 00:00:00";1146.51;5;0.2
"U00436";"Organic Search";"2025-06-25 00:00:00";684.69;5;0.2
"U00436";"Google Ads";"2025-06-26 00:00:00";684.69;5;0.2
"U00436";"Google Ads";"2025-06-27 00:00:00";684.69;5;0.2
"U00436";"Google Ads";"2025-07-01 00:00:00";684.69;5;0.2
"U00436";"Organic Search";"2025-07-04 00:00:00";684.69;5;0.2
"U00440";"Facebook Ads";"2025-05-20 00:00:00";742.9;3;0.333
"U00440";"Organic Search";"2025-05-25 00:00:00";742.9;3;0.333
"U00440";"TikTok Ads";"2025-05-28 00:00:00";742.9;3;0.333
"U00447";"TikTok Ads";"2025-04-11 00:00:00";204.44;3;0.333
"U00447";"Google Ads";"2025-04-15 00:00:00";204.44;3;0.333
"U00447";"Organic Search";"2025-04-16 00:00:00";204.44;3;0.333
"U00450";"Facebook Ads";"2025-02-22 00:00:00";1054.14;6;0.167
"U00450";"TikTok Ads";"2025-02-26 00:00:00";1054.14;6;0.167
"U00450";"Facebook Ads";"2025-03-02 00:00:00";1054.14;6;0.167
"U00450";"TikTok Ads";"2025-03-03 00:00:00";1054.14;6;0.167
"U00450";"TikTok Ads";"2025-03-07 00:00:00";1054.14;6;0.167
"U00450";"Google Ads";"2025-03-09 00:00:00";1054.14;6;0.167
"U00457";"TikTok Ads";"2025-02-14 00:00:00";378.54;3;0.333
"U00457";"Organic Search";"2025-02-16 00:00:00";378.54;3;0.333
"U00457";"Facebook Ads";"2025-02-17 00:00:00";378.54;3;0.333
"U00463";"Google Ads";"2025-01-13 00:00:00";481.32;7;0.143
"U00463";"TikTok Ads";"2025-01-18 00:00:00";481.32;7;0.143
"U00463";"Facebook Ads";"2025-01-22 00:00:00";481.32;7;0.143
"U00463";"Facebook Ads";"2025-01-24 00:00:00";481.32;7;0.143
"U00463";"Google Ads";"2025-01-26 00:00:00";481.32;7;0.143
"U00463";"Organic Search";"2025-01-29 00:00:00";481.32;7;0.143
"U00463";"Google Ads";"2025-01-29 00:00:00";481.32;7;0.143
"U00466";"TikTok Ads";"2025-02-23 00:00:00";440.74;3;0.333
"U00466";"Organic Search";"2025-02-26 00:00:00";440.74;3;0.333
"U00466";"Google Ads";"2025-03-01 00:00:00";440.74;3;0.333
"U00475";"Facebook Ads";"2025-03-02 00:00:00";942.04;6;0.167
"U00475";"TikTok Ads";"2025-03-06 00:00:00";942.04;6;0.167
"U00475";"Organic Search";"2025-03-08 00:00:00";942.04;6;0.167
"U00475";"Organic Search";"2025-03-09 00:00:00";942.04;6;0.167
"U00475";"Google Ads";"2025-03-13 00:00:00";942.04;6;0.167
"U00475";"TikTok Ads";"2025-03-15 00:00:00";942.04;6;0.167
"U00480";"Organic Search";"2025-02-20 00:00:00";621.08;3;0.333
"U00480";"Organic Search";"2025-02-23 00:00:00";621.08;3;0.333
"U00480";"Organic Search";"2025-02-28 00:00:00";621.08;3;0.333
"U00483";"Google Ads";"2025-03-05 00:00:00";733.17;5;0.2
"U00483";"Google Ads";"2025-03-05 00:00:00";733.17;5;0.2
"U00483";"Google Ads";"2025-03-06 00:00:00";733.17;5;0.2
"U00483";"TikTok Ads";"2025-03-09 00:00:00";733.17;5;0.2
"U00483";"Organic Search";"2025-03-13 00:00:00";733.17;5;0.2
"U00487";"TikTok Ads";"2025-02-10 00:00:00";835.19;8;0.125
"U00487";"Google Ads";"2025-02-15 00:00:00";835.19;8;0.125
"U00487";"Organic Search";"2025-02-16 00:00:00";835.19;8;0.125
"U00487";"Organic Search";"2025-02-20 00:00:00";835.19;8;0.125
"U00487";"Organic Search";"2025-02-23 00:00:00";835.19;8;0.125
"U00487";"TikTok Ads";"2025-02-24 00:00:00";835.19;8;0.125
